patternId:int,variationId:int,variationType:int,attachId:int
6,4340,0,305
6,4300,0,307
7,3800,1,128
7,3000,0,107
7,3030,0,111
7,3800,0,117
7,3200,0,112
7,3220,0,104
7,3200,1,101
7,3430,0,100
7,3410,0,109
7,3400,3,103
7,3400,3,113
7,4341,1,362
7,4100,0,308
7,4100,0,300
7,4100,0,313
7,4500,0,310
7,4000,4,302
7,4350,1,307
7,4300,0,314
7,4688,0,757
7,4654,0,756
7,4943,0,190
7,4674,0,760
7,4664,0,759
7,4668,0,754
7,4658,0,763
7,4551,0,761
7,4657,0,750
7,4671,0,762
7,4672,0,753
7,4655,0,758
7,4677,0,755
7,4660,6,602
7,4660,5,605
7,4650,2,607
7,4650,5,606
7,4660,4,604
7,4670,4,601
7,4670,1,603
7,3800,1,116
7,3220,0,110
7,3220,0,106
7,3430,0,108
7,3410,0,120
7,3790,0,305
7,4500,0,306
7,4000,1,301
8,3000,1,121
8,3000,0,116
8,3810,1,103
8,3800,1,100
8,3200,1,120
8,3210,1,112
8,3220,0,108
8,3420,0,107
8,3410,3,110
8,3400,1,114
8,3420,0,113
8,4101,0,350
8,4100,0,307
8,4100,0,301
8,4100,0,314
8,4500,0,313
8,4000,7,302
8,4350,1,310
8,4340,1,308
8,4688,0,757
8,4666,0,756
8,4943,0,190
8,4652,0,760
8,4658,0,755
8,4653,0,763
8,4667,0,758
8,4677,0,750
8,4657,0,754
8,4669,0,759
8,4671,0,762
8,4655,0,761
8,4651,0,753
8,4606,0,658
8,4603,0,639
8,4600,0,618
8,4601,0,626
8,4602,0,622
8,4604,0,645
8,4605,0,631
8,4603,0,660
8,4601,0,651
8,4604,0,615
8,4600,0,629
8,4602,0,661
8,4600,0,621
8,4604,0,640
8,4600,0,652
8,4600,0,634
8,4603,0,647
8,4604,0,623
8,4604,0,630
8,4600,0,617
8,4603,0,625
8,4601,0,641
8,4605,0,646
8,4603,0,636
8,4603,0,662
8,4600,0,633
8,4604,0,624
8,4603,0,642
8,4604,0,632
8,4605,0,653
8,4602,0,648
8,4602,0,650
8,4601,0,654
8,4601,0,619
8,4601,0,620
8,4605,0,628
8,4606,0,656
8,4601,0,659
8,4605,0,627
8,4606,0,643
8,4605,0,637
8,4605,0,638
8,4602,0,649
8,4606,0,657
8,4602,0,616
8,4606,0,635
8,4602,0,655
8,4606,0,644
8,4660,2,604
8,4660,4,601
8,4650,3,607
8,4670,4,605
8,4670,1,606
8,4650,2,602
8,4660,5,603
8,3000,0,106
8,3800,1,109
8,3210,1,117
8,3420,0,104
8,3420,0,111
8,3790,0,306
8,4500,0,305
8,4000,9,312
9,3030,1,126
9,3000,1,111
9,3800,1,104
9,3800,0,120
9,3200,1,107
9,3210,2,116
9,3200,0,112
9,3400,3,110
9,3410,1,114
9,3410,3,113
9,3400,3,100
9,4101,0,358
9,4100,0,305
9,4100,0,306
9,4100,0,300
9,4500,0,302
9,4000,3,310
9,4300,1,301
9,4350,1,312
9,4688,0,757
9,4654,0,756
9,4943,0,190
9,4658,0,755
9,4666,0,754
9,4667,0,759
9,4663,0,763
9,4651,0,760
9,4677,0,753
9,4671,0,750
9,4672,0,762
9,4662,0,758
9,4655,0,761
9,4660,5,607
9,4660,4,606
9,4670,1,601
9,4660,2,602
9,4650,4,604
9,4650,3,605
9,4670,4,603
9,3030,1,101
9,3800,1,117
9,3210,2,103
9,3200,1,106
9,3410,3,109
9,4300,1,307
9,4300,1,314
9,4300,1,313
10,3810,1,121
10,3000,1,117
10,3030,1,107
10,3810,0,110
10,3220,0,100
10,3210,2,120
10,3200,0,113
10,3420,0,106
10,3400,1,104
10,3410,3,111
10,3420,0,109
10,4101,0,350
10,4100,0,307
10,4100,0,313
10,4100,0,302
10,4500,0,314
10,4000,1,312
10,4300,1,305
10,4300,0,310
10,4688,0,757
10,4652,0,756
10,4941,0,190
10,4654,0,761
10,4653,0,754
10,4666,0,750
10,4674,0,763
10,4672,0,753
10,4657,0,758
10,4671,0,762
10,4551,0,760
10,4677,0,755
10,4655,0,759
10,4600,0,629
10,4601,0,649
10,4605,0,655
10,4603,0,620
10,4606,0,651
10,4602,0,636
10,4604,0,659
10,4604,0,660
10,4603,0,646
10,4600,0,626
10,4601,0,662
10,4605,0,622
10,4602,0,617
10,4600,0,619
10,4603,0,623
10,4604,0,618
10,4602,0,639
10,4600,0,648
10,4605,0,625
10,4603,0,650
10,4605,0,657
10,4605,0,630
10,4602,0,640
10,4600,0,652
10,4600,0,616
10,4603,0,635
10,4602,0,645
10,4606,0,656
10,4606,0,644
10,4604,0,632
10,4606,0,637
10,4606,0,624
10,4601,0,628
10,4602,0,658
10,4606,0,641
10,4604,0,653
10,4601,0,631
10,4602,0,627
10,4604,0,661
10,4603,0,638
10,4600,0,654
10,4604,0,621
10,4606,0,642
10,4605,0,615
10,4603,0,647
10,4605,0,643
10,4606,0,633
10,4606,0,634
10,4660,3,604
10,4660,6,606
10,4650,4,601
10,4670,0,605
10,4650,5,602
10,4660,4,607
10,4670,1,603
10,3000,1,114
10,3000,1,103
10,3810,1,108
10,3200,0,116
10,3420,0,112
10,3790,0,301
10,4300,1,308
10,4300,0,306
11,2080,0,109
11,3800,1,128
11,3030,1,107
11,3000,0,110
11,3800,0,101
11,3200,0,104
11,3200,1,116
11,3220,0,120
11,3400,2,111
11,3420,0,113
11,3410,4,100
11,3410,4,106
11,4341,0,362
11,4100,0,305
11,4100,0,308
11,4100,0,313
11,4500,0,301
11,4000,3,314
11,4300,1,302
11,4340,0,310
11,4691,0,757
11,4666,0,756
11,4942,0,190
11,4664,0,759
11,4658,0,755
11,4668,0,753
11,4663,0,760
11,4551,0,750
11,4657,0,761
11,4655,0,763
11,4662,0,754
11,4651,0,762
11,4669,0,758
11,4670,1,604
11,4650,3,602
11,4650,4,606
11,4670,3,605
11,4660,3,607
11,4660,6,601
11,4660,5,603
11,3220,0,117
11,3420,0,112
11,3410,4,103
11,3410,4,108
11,4000,9,306
11,4000,5,307
11,4300,1,300
12,3810,1,122
12,3030,1,116
12,3000,1,101
12,3800,0,103
12,3210,2,111
12,3210,1,113
12,3200,0,109
12,3410,2,106
12,3410,0,117
12,3400,2,108
12,3400,2,114
12,4301,0,351
12,4100,0,306
12,4100,0,300
12,4100,0,313
12,4500,0,314
12,4000,2,310
12,4350,1,312
12,4300,0,302
12,4681,0,757
12,4674,0,756
12,4942,0,190
12,4664,0,755
12,4666,0,760
12,4668,0,754
12,4658,0,759
12,4669,0,761
12,4655,0,763
12,4672,0,750
12,4651,0,758
12,4659,0,753
12,4665,0,762
12,4660,2,604
12,4670,3,602
12,4650,2,607
12,4650,5,605
12,4660,3,606
12,4670,2,601
12,4660,6,603
12,3030,1,104
12,3030,1,110
12,3210,2,120
12,3410,2,107
12,3400,2,112
12,4500,0,305
12,4000,5,308
12,4000,9,307
13,3810,1,121
13,3030,0,110
13,3000,0,107
13,3800,1,104
13,3220,0,112
13,3210,2,109
13,3200,0,103
13,3400,3,108
13,3400,2,106
13,3400,0,114
13,3400,2,120
13,4301,0,350
13,4100,0,306
13,4100,0,313
13,4100,0,307
13,4500,0,305
13,4000,1,308
13,4300,0,310
13,4350,1,301
13,4687,0,757
13,4667,0,756
13,4942,0,190
13,4663,0,760
13,4668,0,755
13,4658,0,753
13,4664,0,762
13,4655,0,758
13,4671,0,761
13,4662,0,750
13,4672,0,763
13,4659,0,754
13,4665,0,759
13,4680,1,603
13,4660,5,604
13,4650,3,605
13,4670,4,606
13,4650,2,601
13,4660,6,607
13,4670,0,602
13,3000,0,100
13,3220,0,113
13,3220,0,117
13,3210,2,111
13,3400,0,116
13,3790,0,302
13,4350,1,312
13,4300,0,314
14,3810,1,121
14,3030,0,103
14,3000,0,104
14,3800,0,116
14,3220,0,113
14,3200,1,111
14,3200,0,106
14,3400,3,114
14,3410,3,112
14,3410,0,108
14,3410,0,107
14,4341,1,350
14,4100,0,308
14,4100,0,302
14,4100,0,305
14,4500,0,301
14,4000,8,310
14,4300,1,307
14,4340,1,314
14,4682,0,757
14,4674,0,756
14,4942,0,190
14,4668,0,758
14,4664,0,755
14,4654,0,753
14,4652,0,762
14,4657,0,763
14,4655,0,754
14,4669,0,760
14,4659,0,750
14,4677,0,759
14,4665,0,761
14,4670,3,602
14,4660,5,601
14,4650,3,604
14,4650,2,607
14,4660,2,606
14,4670,1,605
14,4660,4,603
14,4940,0,713
14,3000,0,109
14,3810,1,110
14,3200,1,100
14,3410,0,117
14,3410,3,120
14,4300,1,306
14,4340,1,312
14,4340,1,313
15,3810,0,127
15,3030,0,113
15,3000,1,100
15,3810,1,106
15,3210,1,107
15,3220,0,111
15,3210,2,103
15,3410,0,109
15,3420,0,120
15,3410,1,104
15,3410,1,108
15,4341,1,360
15,4100,0,302
15,4100,0,312
15,4100,0,308
15,4500,0,306
15,4000,2,305
15,4300,1,300
15,4340,1,313
15,4681,0,757
15,4663,0,756
15,4943,0,190
15,4667,0,763
15,4658,0,750
15,4654,0,754
15,4674,0,761
15,4677,0,760
15,4651,0,753
15,4671,0,759
15,4662,0,755
15,4665,0,762
15,4655,0,758
15,4660,5,601
15,4670,4,607
15,4660,6,603
15,4650,4,605
15,4670,1,606
15,4650,5,604
15,4660,3,602
15,3030,0,117
15,3030,0,116
15,3210,2,101
15,3410,1,110
15,3420,0,114
15,4500,0,314
15,4000,7,301
15,4000,9,307
16,2100,0,110
16,3000,1,126
16,3030,1,113
16,3800,0,111
16,3810,0,120
16,3220,0,109
16,3220,1,106
16,3210,2,117
16,3410,1,101
16,3430,0,103
16,3400,2,104
16,3410,1,107
16,4302,0,360
16,4100,0,306
16,4100,0,313
16,4100,0,307
16,4500,0,301
16,4000,4,305
16,4350,1,308
16,4340,0,314
16,4691,0,757
16,4668,0,756
16,4942,0,190
16,4674,0,759
16,4652,0,762
16,4667,0,754
16,4666,0,760
16,4651,0,763
16,4551,0,755
16,4671,0,761
16,4655,0,753
16,4659,0,758
16,4657,0,750
16,4660,5,602
16,4670,4,604
16,4650,5,607
16,4650,2,606
16,4670,3,601
16,4660,2,605
16,4660,3,603
16,3030,1,112
16,3030,1,114
16,3810,0,100
16,3210,2,116
16,4000,0,302
16,4340,0,300
16,4350,1,312
17,3030,1,129
17,3030,0,104
17,3800,0,106
17,3800,1,112
17,3210,1,100
17,3210,0,117
17,3200,1,114
17,3410,4,108
17,3410,3,110
17,3400,0,101
17,3400,0,103
17,4302,0,364
17,4100,0,308
17,4100,0,307
17,4100,0,301
17,4500,0,300
17,4000,9,305
17,4300,0,312
17,4350,1,306
17,4682,0,757
17,4664,0,756
17,4941,0,190
17,4652,0,753
17,4654,0,761
17,4667,0,758
17,4658,0,755
17,4659,0,759
17,4662,0,763
17,4665,0,760
17,4671,0,750
17,4669,0,754
17,4677,0,762
17,4680,0,601
17,4660,4,605
17,4670,1,602
17,4660,6,604
17,4650,3,607
17,4650,5,606
17,4670,3,603
17,3030,0,120
17,3800,0,116
17,3200,1,107
17,3410,4,113
17,3400,0,109
17,4500,0,313
17,4000,0,310
17,4300,0,302
18,2060,0,107
18,3800,0,124
18,3000,0,110
18,3030,0,108
18,3810,1,103
18,3200,0,104
18,3210,0,109
18,3220,0,111
18,3410,2,116
18,3410,0,100
18,3400,1,106
18,3410,2,117
18,4302,0,356
18,4100,0,312
18,4100,0,308
18,4100,0,310
18,4500,0,301
18,4000,0,302
18,4350,1,305
18,4300,0,313
18,4682,0,757
18,4666,0,756
18,4942,0,190
18,4663,0,763
18,4668,0,761
18,4658,0,754
18,4667,0,750
18,4671,0,759
18,4657,0,755
18,4659,0,762
18,4677,0,753
18,4551,0,760
18,4655,0,758
18,4680,1,603
18,4660,4,606
18,4670,1,607
18,4660,6,602
18,4650,4,604
18,4650,3,601
18,4670,3,605
18,3030,0,114
18,3810,1,113
18,3200,0,101
18,3410,2,112
18,4300,0,300
18,4350,1,314
18,4300,0,307
19,3000,1,123
19,3030,0,108
19,3800,1,107
19,3800,0,104
19,3200,0,111
19,3210,2,100
19,3210,1,109
19,3430,0,113
19,3420,0,110
19,3410,0,112
19,3430,0,114
19,4501,0,352
19,4100,0,314
19,4100,0,306
19,4100,0,307
19,4500,0,313
19,4000,1,312
19,4300,1,305
19,4300,0,300
19,4688,0,757
19,4668,0,756
19,4943,0,190
19,4667,0,750
19,4653,0,760
19,4663,0,763
19,4658,0,754
19,4662,0,761
19,4665,0,755
19,4651,0,762
19,4657,0,758
19,4655,0,753
19,4551,0,759
19,4650,4,602
19,4650,3,606
19,4660,2,601
19,4670,3,604
19,4660,6,605
19,4670,0,607
19,4660,5,603
19,3000,1,103
19,3210,2,106
19,3430,0,101
19,3430,0,116
19,3420,0,117
19,4000,8,308
19,4300,1,310
19,4300,1,301
20,3030,1,129
20,3030,0,104
20,3800,1,109
20,3810,0,100
20,3200,0,114
20,3210,2,108
20,3200,0,112
20,3420,0,101
20,3430,0,113
20,3420,0,117
20,4101,0,364
20,4100,0,307
20,4100,0,312
20,4100,0,301
20,4000,1,305
20,4300,0,310
20,4350,1,308
20,4682,0,757
20,4654,0,756
20,4941,0,190
20,4668,0,762
20,4652,0,761
20,4667,0,755
20,4665,0,760
20,4551,0,763
20,4657,0,750
20,4605,0,652
20,4602,0,642
20,4606,0,617
20,4603,0,662
20,4604,0,640
20,4600,0,648
20,4601,0,628
20,4601,0,659
20,4602,0,647
20,4601,0,655
20,4606,0,641
20,4602,0,627
20,4602,0,618
20,4604,0,615
20,4600,0,656
20,4600,0,645
20,4606,0,644
20,4600,0,654
20,4603,0,646
20,4604,0,632
20,4603,0,631
20,4606,0,629
20,4604,0,649
20,4605,0,643
20,4600,0,639
20,4606,0,660
20,4600,0,651
20,4601,0,630
20,4604,0,653
20,4603,0,620
20,4606,0,650
20,4604,0,661
20,4660,5,606
20,4670,0,607
20,4660,2,605
20,4650,3,602
20,4940,0,718
20,3030,1,116
20,3430,0,110
20,4350,1,300
20,4300,0,313
21,2090,0,111
21,3030,0,125
21,3000,1,100
21,3800,1,116
21,3810,0,101
21,3210,0,104
21,3200,0,114
21,3200,0,110
21,3400,1,117
21,3400,0,113
21,3400,0,109
21,4301,1,357
21,4100,0,310
21,4100,0,300
21,4100,0,314
21,4000,4,308
21,4300,0,305
21,4340,1,313
21,4695,0,757
21,4667,0,756
21,4942,0,190
21,4652,0,763
21,4666,0,755
21,4659,0,760
21,4672,0,761
21,4658,0,762
21,4671,0,750
21,4660,6,602
21,4670,0,605
21,4650,4,607
21,4660,3,606
21,3800,1,112
21,4500,0,312
21,4000,8,301
22,3810,1,122
22,3030,1,101
22,3030,0,112
22,3800,0,108
22,3200,1,109
22,3210,0,113
22,3200,1,111
22,3400,3,116
22,3420,0,104
22,3400,3,110
22,4302,0,351
22,4100,0,307
22,4100,0,314
22,4100,0,300
22,4000,7,312
22,4300,1,308
22,4340,1,305
22,4686,0,757
22,4668,0,756
22,4942,0,190
22,4664,0,763
22,4674,0,755
22,4652,0,760
22,4657,0,761
22,4551,0,762
22,4662,0,750
22,4670,0,602
22,4650,5,607
22,4660,5,605
22,4660,2,606
22,3030,0,114
22,3800,0,117
22,4500,0,313
22,4000,5,310
23,3800,1,129
23,3030,1,101
23,3000,0,112
23,3810,0,110
23,3210,1,100
23,3200,0,116
23,3200,0,108
23,3420,0,109
23,3400,0,113
23,3400,0,117
23,4401,0,364
23,4100,0,307
23,4100,0,300
23,4100,0,313
23,4000,7,312
23,4300,1,305
23,4340,1,301
23,4686,0,757
23,4663,0,756
23,4941,0,190
23,4653,0,761
23,4654,0,762
23,4658,0,755
23,4669,0,763
23,4657,0,760
23,4671,0,750
23,4680,0,606
23,4660,6,605
23,4650,5,602
23,4670,3,607
23,4940,0,715
23,3800,1,104
23,3210,1,114
23,3790,0,310
23,4300,1,308
24,3810,1,129
24,3030,1,112
24,3000,0,116
24,3810,0,108
24,3200,0,100
24,3210,1,113
24,3200,0,109
24,3410,0,114
24,3400,1,101
24,3400,1,117
24,4301,0,364
24,4100,0,308
24,4100,0,313
24,4100,0,307
24,4000,8,310
24,4300,0,312
24,4350,1,301
24,4682,0,757
24,4668,0,756
24,4942,0,190
24,4664,0,762
24,4656,0,755
24,4674,0,760
24,4551,0,750
24,4662,0,763
24,4659,0,761
24,4660,4,607
24,4660,3,602
24,4650,3,605
24,4670,0,606
24,3400,1,104
24,3400,1,110
24,3790,0,305
24,4500,0,300
25,3030,0,125
25,3000,0,101
25,3800,0,116
25,3800,1,103
25,3210,1,113
25,3200,0,100
25,3410,0,114
25,3420,0,120
25,3410,0,104
25,4501,0,357
25,4100,0,308
25,4100,0,305
25,4100,0,313
25,4000,0,314
25,4300,0,302
25,4340,0,312
25,4691,0,757
25,4666,0,756
25,4942,0,190
25,4658,0,762
25,4674,0,753
25,4664,0,755
25,4659,0,763
25,4657,0,754
25,4551,0,750
25,4660,5,605
25,4670,1,607
25,4650,2,601
25,4660,3,602
25,3000,0,117
25,3800,1,109
25,3790,0,301
25,4500,0,300
26,3800,1,121
26,3000,0,109
26,3000,1,113
26,3800,0,103
26,3210,1,120
26,3210,0,117
26,3420,0,116
26,3410,1,100
26,3410,1,108
26,4302,0,350
26,4100,0,312
26,4100,0,308
26,4100,0,301
26,4000,8,305
26,4300,1,307
26,4340,0,302
26,4688,0,757
26,4664,0,756
26,4942,0,190
26,4674,0,753
26,4667,0,763
26,4652,0,750
26,4657,0,755
26,4671,0,762
26,4662,0,754
26,4660,6,602
26,4660,4,605
26,4650,3,601
26,4670,0,607
26,4940,0,718
26,3210,1,114
26,3420,0,104
26,4340,0,313
26,4340,0,314
27,3030,0,126
27,3030,1,120
27,3810,0,109
27,3810,1,100
27,3200,0,113
27,3200,1,101
27,3400,0,103
27,3410,0,104
27,3400,0,114
27,4501,0,358
27,4100,0,307
27,4100,0,302
27,4100,0,300
27,4000,4,314
27,4300,1,313
27,4350,1,301
27,4686,0,757
27,4664,0,756
27,4941,0,190
27,4663,0,753
27,4666,0,750
27,4656,0,763
27,4651,0,762
27,4669,0,754
27,4665,0,755
27,4680,2,607
27,4670,3,605
27,4660,3,602
27,4650,4,601
27,3030,0,117
27,3200,0,116
27,3790,0,312
27,4000,7,305
28,3810,1,123
28,3000,0,108
28,3000,1,101
28,3810,0,100
28,3200,1,114
28,3210,2,104
28,3400,0,117
28,3410,1,113
28,3400,0,109
28,4501,0,352
28,4100,0,307
28,4100,0,312
28,4100,0,308
28,4000,2,301
28,4300,0,314
28,4340,0,300
28,4681,0,757
28,4674,0,756
28,4943,0,190
28,4653,0,755
28,4667,0,754
28,4663,0,763
28,4657,0,762
28,4671,0,750
28,4655,0,753
28,4604,0,652
28,4603,0,642
28,4606,0,617
28,4600,0,640
28,4605,0,657
28,4602,0,625
28,4601,0,660
28,4600,0,622
28,4604,0,618
28,4604,0,656
28,4603,0,616
28,4606,0,620
28,4601,0,661
28,4601,0,644
28,4604,0,641
28,4605,0,623
28,4602,0,639
28,4606,0,632
28,4602,0,653
28,4606,0,654
28,4605,0,662
28,4604,0,629
28,4601,0,630
28,4602,0,631
28,4605,0,619
28,4604,0,643
28,4602,0,628
28,4606,0,659
28,4603,0,651
28,4605,0,655
28,4604,0,615
28,4605,0,658
28,4650,5,607
28,4660,4,605
28,4660,3,602
28,4670,4,601
28,3810,0,116
28,3410,1,103
28,3790,0,305
