boss,map,bossId1,id,playArea1_posX,playArea1_gridXNo,extraBossId1,playArea2_gridZNo,isdlc,playArea2_posZ,playArea2_posX,bossId2,playArea1_posZ,extraBossId2,playArea1_gridZNo,playArea2_gridXNo
4,2,4770,188,-48,45,-1,39,false,96.707,88.99,4921,82,-1,37,43
4,2,4927,189,17,43,-1,39,false,96.707,88.99,4925,-58,-1,37,43
4,3,4800,190,-54,42,-1,36,false,91.352,48.9,4925,21,-1,38,44
4,3,4927,191,-34,44,-1,36,false,91.352,48.9,4925,-22,-1,39,44
4,3,4790,192,82,45,-1,36,false,91.352,48.9,4921,18,-1,39,44
4,3,4930,193,-54,42,-1,36,false,91.352,48.9,4880,61,-1,39,44
4,3,4770,194,-54,42,-1,36,false,91.352,48.9,4921,21,-1,38,44
4,5,4927,195,-54,42,-1,37,false,41.32,36.38,4880,61,-1,39,43
4,5,4800,196,82,45,-1,37,false,41.32,36.38,4925,18,-1,39,43
4,5,4790,197,-54,42,-1,37,false,41.32,36.38,4925,21,-1,38,43
4,5,4770,198,-54,42,-1,37,false,41.32,36.38,4921,61,-1,39,43
4,5,4930,199,82,45,-1,37,false,41.32,36.38,4921,18,-1,39,43
5,0,4780,200,-48,45,-1,39,false,61,-54,4820,82,-1,37,42
5,0,4930,201,-54,42,-1,36,false,88,-75,4926,21,-1,38,43
5,0,4790,202,-54,42,-1,37,false,-58,17,4926,61,-1,39,43
5,0,4890,203,-34,44,-1,36,false,-4,26,4820,-22,-1,39,42
5,0,4928,204,-53,44,-1,38,false,21,-54,4926,64,-1,37,42
5,0,4790,205,26,42,-1,37,false,82,-48,4820,-4,-1,36,45
5,0,4928,206,-53,44,-1,39,false,61,-54,4923,64,-1,37,42
5,0,4890,207,-84,43,-1,39,false,18,82,4923,-62,-1,38,45
5,0,4890,208,-48,45,-1,38,false,-62,-84,4926,82,-1,37,43
5,0,4790,209,26,42,-1,39,false,18,82,4820,-4,4840,36,45
5,0,4790,210,-48,45,-1,36,false,88,-75,4820,82,-1,37,43
5,0,4780,211,26,42,4917,39,false,61,-54,4923,-4,-1,36,42
5,0,4780,212,88,43,-1,38,false,-62,-84,4820,-29,-1,36,43
5,0,4930,213,17,43,-1,39,false,-22,-34,4923,-58,-1,37,44
5,0,4928,214,-53,44,-1,36,false,-4,26,4820,64,-1,37,42
5,0,4928,215,-54,42,-1,36,false,-29,88,4820,61,-1,39,43
5,0,4780,216,-34,44,-1,36,false,-4,26,4923,-22,-1,39,42
5,0,4930,217,-54,42,-1,37,false,-58,17,4926,61,-1,39,43
5,0,4890,218,-75,43,-1,39,false,61,-54,4820,88,-1,36,42
5,0,4930,219,-54,42,-1,37,false,82,-48,4820,21,-1,38,45
5,1,4890,220,-88,45,4924,38,false,35.82,-26.54,4923,96,-1,36,43
5,1,4780,221,-48,45,-1,38,false,35.82,-26.54,4926,82,-1,37,43
5,1,4930,222,26,42,-1,38,false,35.82,-26.54,4820,-4,-1,36,43
5,1,4790,223,-88,45,-1,38,false,35.82,-26.54,4820,96,-1,36,43
5,1,4928,224,26,42,-1,38,false,35.82,-26.54,4923,-4,-1,36,43
5,2,4790,225,88,43,-1,39,false,96.707,88.99,4926,-29,-1,36,43
5,2,4930,226,17,43,-1,39,false,96.707,88.99,4923,-58,-1,37,43
5,2,4780,227,-53,44,-1,39,false,96.707,88.99,4820,64,-1,37,43
5,2,4890,228,-53,44,-1,39,false,96.707,88.99,4923,64,-1,37,43
5,2,4928,229,17,43,-1,39,false,96.707,88.99,4820,-58,-1,37,43
5,3,4790,230,-54,42,-1,37,false,53.865,-30.535,4923,61,-1,39,45
5,3,4890,231,26,42,-1,36,false,91.352,48.9,4820,-4,-1,36,44
5,3,4780,232,-84,43,-1,36,false,91.352,48.9,4926,-62,-1,38,44
5,3,4930,233,-84,43,-1,36,false,91.352,48.9,4820,-62,-1,38,44
5,3,4928,234,-34,44,-1,36,false,91.352,48.9,4926,-22,4830,39,44
5,5,4890,235,-54,42,-1,37,false,41.32,36.38,4923,61,-1,39,43
5,5,4780,236,-54,42,-1,37,false,41.32,36.38,4820,21,-1,38,43
5,5,4930,237,82,45,-1,37,false,41.32,36.38,4926,18,-1,39,43
5,5,4928,238,-54,42,-1,37,false,41.32,36.38,4820,21,-1,38,43
5,5,4790,239,82,45,-1,37,false,41.32,36.38,4926,18,-1,39,43
6,0,4990,240,-75,43,-1,39,false,18,82,4830,88,-1,36,45
6,0,4990,241,26,42,-1,37,false,82,-48,4830,-4,-1,36,45
6,0,4810,242,-53,44,-1,39,false,61,-54,4830,64,-1,37,42
6,0,4910,243,-88,45,-1,36,false,-4,26,4830,96,-1,36,42
6,0,4810,244,17,43,-1,39,false,18,82,4850,-58,-1,37,45
6,0,4800,245,-54,42,-1,38,false,-62,-84,4880,61,-1,39,43
6,0,4910,246,-54,42,-1,37,false,-58,17,4830,61,-1,39,43
6,0,4800,247,-54,42,-1,39,false,18,82,4850,21,-1,38,45
6,0,4770,248,82,45,-1,38,false,-62,-84,4850,18,-1,39,43
6,0,4810,249,88,43,-1,38,false,-62,-84,4830,-29,-1,36,43
6,0,4910,250,17,43,-1,39,false,18,82,4850,-58,-1,37,45
6,0,4990,251,-53,44,-1,36,false,-4,26,4830,64,-1,37,42
6,0,4910,252,17,43,-1,39,false,18,82,4880,-58,-1,37,45
6,0,4810,253,-54,42,-1,36,false,96,-88,4830,61,-1,39,45
6,0,4770,254,88,43,-1,39,false,18,82,4880,-29,-1,36,45
6,0,4800,255,-54,42,-1,38,false,-62,-84,4850,61,-1,39,43
6,0,4990,256,17,43,-1,39,false,-22,-34,4880,-58,-1,37,44
6,0,4800,257,-54,42,-1,36,false,88,-75,4830,61,-1,39,43
6,0,4770,258,82,45,-1,36,false,-29,88,4850,18,-1,39,43
6,0,4770,259,82,45,-1,36,false,96,-88,4830,18,-1,39,45
6,1,4990,260,-88,45,-1,38,false,35.82,-26.54,4880,96,-1,36,43
6,1,4810,261,88,43,-1,38,false,35.82,-26.54,4830,-29,-1,36,43
6,1,4910,262,-48,45,-1,38,false,35.82,-26.54,4850,82,-1,37,43
6,1,4770,263,82,45,-1,38,false,35.82,-26.54,4830,18,-1,39,43
6,1,4800,264,26,42,-1,38,false,35.82,-26.54,4850,-4,-1,36,43
6,2,4910,265,88,43,-1,39,false,96.707,88.99,4830,-29,-1,36,43
6,2,4800,266,-54,42,-1,39,false,96.707,88.99,4830,21,-1,38,43
6,2,4810,267,88,43,-1,39,false,96.707,88.99,4880,-29,-1,36,43
6,2,4990,268,88,43,-1,39,false,96.707,88.99,4850,-29,-1,36,43
6,2,4770,269,82,45,-1,39,false,96.707,88.99,4850,18,-1,39,43
6,3,4800,270,-75,43,-1,37,false,53.865,-30.535,4830,88,-1,36,45
6,3,4810,271,-84,43,-1,36,false,91.352,48.9,4880,-62,-1,38,44
6,3,4770,272,-75,43,-1,37,false,53.865,-30.535,4850,88,-1,36,45
6,3,4990,273,-34,44,-1,37,false,53.865,-30.535,4850,-22,-1,39,45
6,3,4910,274,-75,43,-1,37,false,53.865,-30.535,4830,88,-1,36,45
6,5,4910,275,-54,42,-1,37,false,41.32,36.38,4880,61,-1,39,43
6,5,4800,276,82,45,-1,37,false,41.32,36.38,4830,18,-1,39,43
6,5,4770,277,82,45,-1,37,false,41.32,36.38,4850,18,-1,39,43
6,5,4990,278,82,45,-1,37,false,41.32,36.38,4850,18,-1,39,43
6,5,4810,279,82,45,-1,37,false,41.32,36.38,4830,18,-1,39,43
7,0,4917,280,-54,42,-1,36,false,96,-88,4921,21,-1,38,45
7,0,4810,281,-48,45,-1,38,false,21,-54,4918,82,-1,37,42
7,0,4800,282,88,43,-1,38,false,-62,-84,4919,-29,-1,36,43
7,0,4917,283,26,42,-1,37,false,64,-53,4830,-4,-1,36,44
7,0,4927,284,-75,43,-1,37,false,82,-48,4925,88,-1,36,45
7,0,4890,285,-54,42,-1,36,false,88,-75,4840,61,-1,39,43
7,0,4990,286,-54,42,-1,37,false,-58,17,4921,61,-1,39,43
7,0,4930,287,88,43,-1,39,false,61,-54,4820,-29,-1,36,42
7,0,4929,288,88,43,-1,39,false,61,-54,4850,-29,-1,36,42
7,0,4924,289,-54,42,-1,37,false,64,-53,4923,21,-1,38,44
7,0,4928,290,82,45,-1,36,false,88,-75,4920,18,-1,39,43
7,0,4780,291,88,43,-1,38,false,21,-54,4919,-29,-1,36,42
7,0,4790,292,-84,43,-1,36,false,96,-88,4820,-62,-1,38,45
7,0,4990,293,-88,45,-1,39,false,-22,-34,4926,96,-1,36,44
7,0,4930,294,-54,42,-1,38,false,-62,-84,4918,61,-1,39,43
7,0,4910,295,88,43,-1,39,false,18,82,4880,-29,-1,36,45
7,0,4770,296,-54,42,-1,39,false,18,82,4860,61,-1,39,45
7,0,4928,297,-88,45,-1,38,false,21,-54,4926,96,-1,36,42
7,0,4927,298,-88,45,-1,38,false,-62,-84,4920,96,-1,36,43
7,0,4910,299,-48,45,-1,36,false,-4,26,4830,82,-1,37,42
7,1,4917,300,-88,45,-1,38,false,35.82,-26.54,4918,96,-1,36,43
7,1,4928,301,-88,45,-1,38,false,35.82,-26.54,4923,96,-1,36,43
7,1,4770,302,82,45,-1,38,false,35.82,-26.54,4920,18,-1,39,43
7,1,4927,303,-48,45,-1,38,false,35.82,-26.54,4918,82,-1,37,43
7,1,4890,304,26,42,-1,38,false,35.82,-26.54,4921,-4,-1,36,43
7,2,4910,305,-48,45,-1,39,false,96.707,88.99,4925,82,-1,37,43
7,2,4924,306,-88,45,-1,39,false,96.707,88.99,4840,96,-1,36,43
7,2,4930,307,88,43,-1,39,false,96.707,88.99,4850,-29,-1,36,43
7,2,4929,308,-54,42,-1,39,false,96.707,88.99,4926,21,-1,38,43
7,2,4990,309,-53,44,-1,39,false,96.707,88.99,4860,64,-1,37,43
7,3,4780,310,26,42,-1,37,false,53.865,-30.535,4820,-4,-1,36,45
7,3,4929,311,-54,42,-1,36,false,91.352,48.9,4919,21,-1,38,44
7,3,4800,312,26,42,-1,36,false,91.352,48.9,4830,-4,-1,36,44
7,3,4810,313,88,43,-1,37,false,53.865,-30.535,4918,-29,-1,36,45
7,3,4790,314,-34,44,-1,36,false,91.352,48.9,4840,-22,-1,39,44
7,5,4917,315,82,45,-1,37,false,41.32,36.38,4830,18,-1,39,43
7,5,4930,316,82,45,-1,37,false,41.32,36.38,4919,18,-1,39,43
7,5,4924,317,-54,42,-1,37,false,41.32,36.38,4920,61,-1,39,43
7,5,4990,318,82,45,-1,37,false,41.32,36.38,4921,18,-1,39,43
7,5,4910,319,-54,42,-1,37,false,41.32,36.38,4820,21,-1,38,43
0,0,4929,1000,26,42,-1,38,true,21,-54,4840,-4,-1,36,42
0,0,4929,1001,82,45,-1,37,true,-58,17,4840,18,-1,39,43
0,0,4924,1002,-88,45,-1,38,true,21,-54,4860,96,-1,36,42
0,0,4929,1003,-54,42,-1,38,true,-62,-84,4860,61,-1,39,43
0,0,4924,1004,82,45,-1,38,true,-62,-84,4840,18,-1,39,43
0,4,4924,1005,55.69,44,-1,39,true,-115,0,4840,35.04,-1,37,44
0,4,4929,1006,75,43,-1,39,true,-115,0,4840,-31,-1,38,44
0,4,4924,1007,-96,43,-1,39,true,-115,0,4840,121,-1,36,44
0,4,4924,1008,55.69,44,4910,39,true,-115,0,4860,35.04,-1,37,44
0,4,4929,1009,75,43,-1,39,true,-115,0,4860,-31,-1,38,44
1,0,4917,1010,-54,42,-1,36,true,88,-75,4919,61,-1,39,43
1,0,4928,1011,-53,44,-1,38,true,21,-54,4925,64,-1,37,42
1,0,4928,1012,26,42,-1,39,true,61,-54,4925,-4,-1,36,42
1,0,4917,1013,82,45,-1,36,true,-29,88,4925,18,-1,39,43
1,0,4917,1014,-34,44,-1,36,true,-29,88,4919,-22,-1,39,43
1,4,4928,1015,-96,43,-1,39,true,-115,0,4919,121,-1,36,44
1,4,4890,1016,-96,43,4927,39,true,-115,0,4925,121,-1,36,44
1,4,4928,1017,55.69,44,-1,39,true,-115,0,4926,35.04,-1,37,44
1,4,4917,1018,55.69,44,-1,39,true,-115,0,4926,35.04,-1,37,44
1,4,4917,1019,75,43,-1,39,true,-115,0,4919,-31,-1,38,44
2,0,4990,1020,-48,45,-1,38,true,-62,-84,4850,82,-1,37,43
2,0,4990,1021,-88,45,-1,38,true,-62,-84,4918,96,-1,36,43
2,0,4990,1022,26,42,-1,37,true,64,-53,4918,-4,-1,36,44
2,0,4927,1023,-48,45,-1,38,true,-62,-84,4850,82,-1,37,43
2,0,4927,1024,-54,42,-1,37,true,64,-53,4850,61,-1,39,44
0,0,4929,0,-54,42,-1,39,false,18,82,4860,21,-1,38,45
2,4,4810,1025,55.69,44,-1,39,true,-115,0,4850,35.04,-1,37,44
2,4,4770,1026,-96,43,-1,39,true,-115,0,4918,121,-1,36,44
