variationType,variationId,id,spotId,patternId
1,3410,125,1,139
0,3800,126,1,140
0,3030,127,1,141
1,3810,128,1,142
0,3200,129,1,143
0,3000,130,1,144
1,3200,131,1,150
0,3200,132,1,151
3,3410,133,1,152
2,3410,134,1,153
1,3210,135,1,154
1,3000,136,1,155
0,3400,137,1,156
0,3000,138,1,157
3,3410,139,1,158
3,3410,140,1,159
3,3400,141,1,160
2,3400,142,1,161
1,3000,143,1,162
0,3000,144,1,163
0,3000,145,1,164
0,3200,146,1,165
1,3800,147,1,166
1,3810,148,1,167
0,3420,149,1,168
1,3220,150,1,169
2,3400,151,1,170
2,3410,152,1,171
0,3400,153,1,172
2,3400,154,1,173
0,3210,155,1,174
0,3810,156,1,175
1,3210,157,1,176
1,3220,158,1,177
0,3030,159,1,178
1,3800,160,1,179
1,3000,161,1,180
1,3200,162,1,181
0,3410,163,1,182
1,3220,164,1,183
0,3400,165,1,184
0,3810,166,1,190
2,3210,167,1,191
1,3200,168,1,192
1,3400,169,1,193
0,3430,170,1,194
0,3420,171,1,195
1,3210,172,1,196
0,3030,173,1,197
1,3220,174,1,198
1,3030,175,1,199
2,3400,176,1,200
1,3220,177,1,201
3,3400,178,1,202
0,3400,179,1,203
3,3410,180,1,204
1,3210,181,1,205
3,3400,182,1,206
1,3410,183,1,207
0,3200,184,1,208
2,3210,185,1,209
0,3420,186,1,210
4,3410,187,1,211
0,3400,188,1,212
0,3200,189,1,213
1,3200,190,1,214
1,3000,191,1,215
2,3210,192,1,216
0,3030,193,1,217
0,3810,194,1,218
1,3210,195,1,219
1,3220,196,1,220
1,3000,197,1,221
0,3430,198,1,222
4,3410,199,1,223
1,3810,200,1,224
0,3200,201,1,230
2,3400,202,1,231
3,3410,203,1,232
4,3410,204,1,233
0,3810,205,1,234
1,3400,206,1,235
0,3220,207,1,236
0,3000,208,1,237
0,3400,209,1,238
1,3220,210,1,239
2,3400,211,1,240
0,3030,212,1,241
3,3400,213,1,242
1,3810,214,1,243
0,3420,215,1,244
0,3220,216,1,245
0,3210,217,1,246
0,3430,218,1,247
0,3400,219,1,248
1,3030,220,1,249
0,3430,221,1,250
1,3200,222,1,251
0,3220,223,1,252
1,3000,224,1,253
3,3400,225,1,254
1,3220,226,1,255
3,3410,227,1,256
0,3400,228,1,257
1,3800,229,1,258
0,3000,230,1,259
0,3800,231,1,260
1,3810,232,1,261
1,3400,233,1,262
1,3030,234,1,263
4,3410,235,1,264
0,3810,236,1,270
1,3000,237,1,271
0,3430,238,1,272
3,3410,239,1,273
0,3220,240,1,274
2,3210,241,1,275
0,3400,242,1,276
1,3220,243,1,277
0,3810,244,1,278
0,3430,245,1,279
1,3400,246,1,280
0,3210,247,1,281
0,3200,248,1,282
0,3400,249,1,283
3,3410,250,1,284
1,3800,251,1,285
0,3800,252,1,286
2,3410,253,1,287
1,3400,254,1,288
1,3800,255,1,289
1,3220,256,1,290
3,3400,257,1,291
1,3800,258,1,292
0,3210,259,1,293
1,3400,260,1,294
2,3400,261,1,295
1,3200,262,1,296
0,3810,263,1,297
0,3000,264,1,298
0,3410,265,1,299
1,3800,266,1,300
0,3000,267,1,301
3,3410,268,1,302
0,3430,269,1,303
1,3410,270,1,304
2,3210,271,1,310
0,3810,272,1,311
3,3400,273,1,312
0,3000,274,1,313
1,3000,275,1,314
0,3810,276,1,315
1,3000,277,1,316
3,3400,278,1,317
1,3210,279,1,318
0,3000,280,1,319
0,3410,281,1,1000
2,3400,282,1,1001
4,5011,283,1,1002
1,5001,284,1,1003
0,3220,285,1,1004
0,5006,286,1,1010
0,3410,287,1,1011
1,5000,288,1,1012
1,3800,289,1,1013
0,3220,290,1,1014
0,5005,291,1,1020
4,5011,292,1,1021
4,5010,293,1,1022
0,5002,294,1,1023
3,5010,295,1,1024
0,5003,296,1,1030
4,3410,297,1,1031
0,3200,298,1,1032
1,3000,299,1,1033
2,3410,300,1,1034
0,5005,301,1,1040
3,5010,302,1,1041
2,3400,303,1,1042
0,5005,304,1,1043
1,3800,305,1,1044
0,3430,306,1,1050
1,5001,307,1,1051
1,3200,308,1,1052
3,5011,309,1,1053
0,5005,310,1,1054
0,5005,311,1,1060
1,3220,312,1,1061
2,5010,313,1,1062
1,5000,314,1,1063
3,5011,315,1,1064
1,3800,316,1,1070
0,3800,317,1,1071
3,5010,318,1,1072
2,5011,319,1,1073
2,3400,320,1,1074
0,5004,321,1,1080
0,5006,322,1,1081
2,3210,323,1,1082
0,5006,324,1,1083
0,5003,325,1,1084
0,5010,326,1,1085
0,3200,327,1,1086
0,5004,328,1,1087
2,3410,329,1,1088
0,5010,330,1,1089
0,3800,331,1,1090
2,3400,332,1,1091
3,5010,333,1,1092
2,5010,334,1,1093
0,3810,335,1,1094
0,3200,336,1,1095
3,5010,337,1,1096
1,5001,338,1,1097
0,5003,339,1,1098
0,5010,340,1,1099
1,3400,341,1,1100
2,5011,342,1,1101
1,5001,343,1,1102
1,3210,344,1,1103
2,5011,345,1,1104
1,5001,346,1,1110
4,5010,347,1,1111
0,5005,348,1,1112
0,3420,349,1,1113
0,5003,350,1,1114
3,3400,351,1,1135
4,5010,352,1,1136
0,5002,353,1,1137
3,3400,354,1,1138
3,5010,355,1,1139
0,5003,356,1,1140
3,5011,357,1,1141
1,5001,358,1,1142
0,5006,359,1,1143
3,5011,360,1,1144
0,5004,361,1,1145
0,3800,362,1,1146
3,5010,363,1,1147
0,5002,364,1,1148
2,5010,365,1,1149
1,3030,366,1,1150
0,5003,367,1,1151
1,3400,368,1,1152
1,3410,369,1,1153
1,3220,370,1,1154
1,5001,371,1,1155
1,5001,372,1,1156
1,3810,373,1,1157
4,5010,374,1,1158
4,5010,375,1,1159
3,5010,376,1,1160
2,3400,377,1,1161
1,3030,378,1,1162
0,5003,379,1,1163
3,5010,380,1,1164
4,5011,381,1,1170
4,5011,382,1,1171
0,3000,383,1,1172
2,3410,384,1,1173
1,3200,385,1,1174
0,5010,386,1,1195
1,3210,387,1,1196
0,3420,388,1,1197
3,5010,389,1,1198
2,5011,390,1,1199
0,3030,391,2,0
0,3210,392,2,1
3,3410,393,2,2
0,3400,394,2,3
1,3200,395,2,4
0,3420,396,2,5
1,3220,397,2,6
3,3400,398,2,7
1,3810,399,2,8
2,3210,400,2,9
1,3000,401,2,10
4,3410,402,2,11
0,3800,403,2,12
0,3200,404,2,13
0,3030,405,2,14
2,3210,406,2,15
0,3430,407,2,16
0,3400,408,2,17
1,3810,409,2,18
1,3000,410,2,19
1,3800,411,2,25
0,3800,412,2,26
0,3400,413,2,27
1,3410,414,2,28
1,3810,415,2,29
0,3800,416,2,30
0,3200,417,2,31
3,3400,418,2,32
1,3220,419,2,33
1,3810,420,2,34
1,3810,421,2,35
1,3220,422,2,36
1,3000,423,2,37
3,3400,424,2,38
1,3000,425,2,39
0,3210,426,2,40
3,3400,427,2,41
0,3410,428,2,42
0,3810,429,2,43
3,3410,430,2,44
0,3220,431,2,45
1,3400,432,2,46
1,3030,433,2,47
1,3410,434,2,48
0,3430,435,2,49
1,3210,436,2,50
2,3400,437,2,51
1,3810,438,2,52
0,3420,439,2,53
1,3220,440,2,54
0,3000,441,2,55
0,3410,442,2,56
3,3410,443,2,57
0,3400,444,2,58
0,3800,445,2,59
1,3810,446,2,65
0,3000,447,2,66
0,3030,448,2,67
2,3400,449,2,68
0,3810,450,2,69
3,3410,451,2,70
0,3810,452,2,71
2,3400,453,2,72
1,3800,454,2,73
0,3430,455,2,74
0,3800,456,2,75
1,3210,457,2,76
2,3210,458,2,77
1,3200,459,2,78
1,3220,460,2,79
0,3430,461,2,80
1,3220,462,2,81
0,3200,463,2,82
0,3400,464,2,83
0,3200,465,2,84
1,3220,466,2,85
1,3220,467,2,86
2,3210,468,2,87
1,3000,469,2,88
0,3810,470,2,89
1,3000,471,2,90
1,3030,472,2,91
0,3220,473,2,92
0,3400,474,2,93
0,3220,475,2,94
1,3200,476,2,95
0,3810,477,2,96
0,3000,478,2,97
1,3210,479,2,98
3,3400,480,2,99
1,3000,481,2,105
0,3000,482,2,106
1,3800,483,2,107
1,3000,484,2,108
2,3410,485,2,109
1,3210,486,2,110
4,3410,487,2,111
3,3410,488,2,112
2,3410,489,2,113
0,3420,490,2,114
0,3200,491,2,115
1,3410,492,2,116
0,3220,493,2,117
1,3200,494,2,118
0,3220,495,2,119
1,3400,496,2,120
4,3410,497,2,121
0,3810,498,2,122
0,3000,499,2,123
1,3220,500,2,124
0,3000,501,2,125
4,3410,502,2,126
2,3210,503,2,127
0,2030,504,2,128
0,3800,505,2,129
2,3410,506,2,130
1,3030,507,2,131
2,3210,508,2,132
1,3810,509,2,133
0,3030,510,2,134
0,3430,511,2,135
0,3420,512,2,136
4,3410,513,2,137
1,3030,514,2,138
1,3410,515,2,139
0,3000,516,2,145
0,3800,517,2,146
1,3800,518,2,147
1,3220,519,2,148
1,3000,520,2,149
0,3200,521,2,150
1,3800,522,2,151
0,3200,523,2,152
1,3220,524,2,153
4,3410,525,2,154
2,3410,526,2,155
3,3410,527,2,156
1,3200,528,2,157
1,3210,529,2,158
2,3210,530,2,159
0,3200,531,2,160
1,3410,532,2,161
0,3420,533,2,162
1,3220,534,2,163
1,3800,535,2,164
2,3400,536,2,165
1,3200,537,2,166
1,3000,538,2,167
0,3430,539,2,168
1,3210,540,2,169
2,3400,541,2,170
2,3210,542,2,171
2,3410,543,2,172
1,3200,544,2,173
1,3200,545,2,174
0,3210,546,2,175
4,3410,547,2,176
1,3410,548,2,177
4,3410,549,2,178
3,3410,550,2,179
1,3810,551,2,185
0,3810,552,2,186
0,3800,553,2,187
0,3400,554,2,188
1,3030,555,2,189
0,3410,556,2,190
0,3220,557,2,191
1,3200,558,2,192
1,3220,559,2,193
2,3410,560,2,194
0,3420,561,2,195
2,3210,562,2,196
1,3030,563,2,197
0,3810,564,2,198
0,3000,565,2,199
2,3400,566,2,200
1,3410,567,2,201
1,3000,568,2,202
1,3410,569,2,203
0,3210,570,2,204
1,3800,571,2,205
3,3400,572,2,206
1,3210,573,2,207
0,3400,574,2,208
0,3200,575,2,209
2,3210,576,2,210
0,3200,577,2,211
1,3220,578,2,212
1,3800,579,2,213
2,3410,580,2,214
0,3430,581,2,215
2,3410,582,2,216
0,3200,583,2,217
0,3220,584,2,218
0,3410,585,2,219
0,3210,586,2,225
1,3210,587,2,226
0,3400,588,2,227
0,3220,589,2,228
0,3810,590,2,229
0,3410,591,2,230
2,3400,592,2,231
0,3000,593,2,232
4,3410,594,2,233
0,3810,595,2,234
1,3030,596,2,235
1,3200,597,2,236
0,3400,598,2,237
1,3410,599,2,238
0,3800,600,2,239
4,3410,601,2,240
0,3030,602,2,241
0,3030,603,2,242
0,3430,604,2,243
4,3410,605,2,244
0,3030,606,2,245
0,3810,607,2,246
1,3000,608,2,247
1,3410,609,2,248
0,3210,610,2,249
0,3810,611,2,250
4,3410,612,2,251
1,3200,613,2,252
2,3400,614,2,253
1,3410,615,2,254
1,3000,616,2,255
0,3810,617,2,256
3,3400,618,2,257
1,3220,619,2,258
4,3410,620,2,259
1,3800,621,2,265
1,3200,622,2,266
0,3200,623,2,267
0,3400,624,2,268
3,3400,625,2,269
1,3200,626,2,270
1,3210,627,2,271
1,3220,628,2,272
0,3030,629,2,273
2,3210,630,2,274
0,3210,631,2,275
1,3220,632,2,276
1,3000,633,2,277
0,3200,634,2,278
0,3400,635,2,279
1,3800,636,2,280
1,3000,637,2,281
1,3000,638,2,282
4,3410,639,2,283
2,3410,640,2,284
1,3410,641,2,285
1,3030,642,2,286
0,3220,643,2,287
0,3000,644,2,288
1,3400,645,2,289
1,3220,646,2,290
0,3430,647,2,291
0,3030,648,2,292
2,3210,649,2,293
0,3430,650,2,294
0,3210,651,2,295
1,3810,652,2,296
1,3800,653,2,297
3,3410,654,2,298
2,3210,655,2,299
0,3400,656,2,305
0,3810,657,2,306
1,3210,658,2,307
1,3210,659,2,308
0,3200,660,2,309
0,3030,661,2,310
0,3000,662,2,311
0,3800,663,2,312
0,3810,664,2,313
1,3200,665,2,314
4,3410,666,2,315
1,3000,667,2,316
1,3810,668,2,317
1,3810,669,2,318
0,3210,670,2,319
0,5002,671,2,1000
0,3420,672,2,1001
0,5003,673,2,1002
2,5010,674,2,1003
0,5002,675,2,1004
1,3800,676,2,1010
0,3800,677,2,1011
1,5001,678,2,1012
2,3210,679,2,1013
0,3210,680,2,1014
4,3410,681,2,1020
0,3200,682,2,1021
0,5006,683,2,1022
1,3800,684,2,1023
4,5011,685,2,1024
0,5003,686,2,1030
2,5011,687,2,1031
2,5011,688,2,1032
0,3030,689,2,1033
0,3410,690,2,1034
0,3200,691,2,1040
0,3200,692,2,1041
6,5011,693,2,1042
0,5002,694,2,1043
1,5001,695,2,1044
2,3400,696,2,1050
1,5001,697,2,1051
1,3200,698,2,1052
1,5000,699,2,1053
0,5005,700,2,1054
2,5011,701,2,1060
0,5010,702,2,1061
0,5004,703,2,1062
0,3800,704,2,1063
0,5006,705,2,1064
3,5010,706,2,1070
0,5006,707,2,1071
0,5005,708,2,1072
3,5011,709,2,1073
3,5011,710,2,1074
0,5004,711,2,1080
0,3430,712,2,1081
0,3220,713,2,1082
3,5010,714,2,1083
1,5000,715,2,1084
1,5001,716,2,1085
0,5004,717,2,1086
4,5011,718,2,1087
0,3430,719,2,1088
1,5000,720,2,1089
1,5000,721,2,1090
4,3410,722,2,1091
2,5010,723,2,1092
1,3400,724,2,1093
0,3400,725,2,1094
2,3210,726,2,1095
1,3200,727,2,1096
2,3210,728,2,1097
2,3410,729,2,1098
0,5010,730,2,1099
1,3800,731,2,1105
3,5010,732,2,1106
1,5000,733,2,1107
0,3210,734,2,1108
0,5010,735,2,1109
0,5006,736,2,1110
0,3220,737,2,1111
2,5010,738,2,1112
4,5010,739,2,1113
4,5011,740,2,1114
0,5006,741,2,1135
2,5010,742,2,1136
0,3800,743,2,1137
0,5005,744,2,1138
3,5010,745,2,1139
2,5010,746,2,1140
4,5011,747,2,1141
0,5010,748,2,1142
3,5011,749,2,1143
1,3800,750,2,1144
3,5011,751,2,1145
4,5010,752,2,1146
2,3410,753,2,1147
0,5010,754,2,1148
0,3210,755,2,1149
1,3220,756,2,1150
4,5010,757,2,1151
2,5010,758,2,1152
0,5005,759,2,1153
4,5010,760,2,1154
3,5010,761,2,1155
1,5001,762,2,1156
3,3410,763,2,1157
0,5003,764,2,1158
4,5011,765,2,1159
0,5002,766,2,1165
0,3430,767,2,1166
0,3430,768,2,1167
0,3030,769,2,1168
6,5011,770,2,1169
4,5011,771,2,1170
4,5011,772,2,1171
0,5005,773,2,1172
1,5000,774,2,1173
1,3810,775,2,1174
0,5006,776,2,1195
1,5001,777,2,1196
2,5011,778,2,1197
4,5011,779,2,1198
0,3810,780,2,1199
1,3810,781,3,0
0,3410,782,3,1
3,3410,783,3,2
1,3410,784,3,3
1,3030,785,3,4
1,3800,786,3,5
0,3410,787,3,6
0,3000,788,3,7
0,3420,789,3,8
1,3200,790,3,9
1,3030,791,3,10
1,3030,792,3,11
2,3410,793,3,12
0,3000,794,3,13
0,3410,795,3,14
1,3210,796,3,15
1,3410,797,3,16
1,3200,798,3,17
0,2060,799,3,18
1,3800,800,3,19
1,3810,801,3,30
0,3210,802,3,31
1,3030,803,3,32
0,3000,804,3,33
1,3000,805,3,34
1,3410,806,3,35
1,3000,807,3,36
2,3400,808,3,37
2,3210,809,3,38
0,3220,810,3,39
0,3430,811,3,40
0,3220,812,3,41
0,3220,813,3,42
3,3400,814,3,43
0,3030,815,3,44
2,3410,816,3,45
1,3220,817,3,46
1,3030,818,3,47
1,3810,819,3,48
1,3400,820,3,49
0,3000,821,3,50
1,3410,822,3,51
0,3410,823,3,52
0,3200,824,3,53
3,3400,825,3,54
0,3220,826,3,55
0,3000,827,3,56
0,3810,828,3,57
0,3400,829,3,58
1,3800,830,3,59
1,3210,831,3,70
0,3220,832,3,71
0,3220,833,3,72
1,3810,834,3,73
0,3210,835,3,74
2,3210,836,3,75
2,3210,837,3,76
0,3400,838,3,77
1,3030,839,3,78
1,3210,840,3,79
1,3220,841,3,80
1,3410,842,3,81
3,3410,843,3,82
4,3410,844,3,83
1,3810,845,3,84
3,3410,846,3,85
2,3400,847,3,86
0,3210,848,3,87
1,3200,849,3,88
1,3210,850,3,89
0,3000,851,3,90
3,3410,852,3,91
3,3400,853,3,92
0,3400,854,3,93
1,3000,855,3,94
0,3200,856,3,95
0,3410,857,3,96
0,3030,858,3,97
1,3800,859,3,98
0,3410,860,3,99
0,3410,861,3,110
0,3420,862,3,111
1,3220,863,3,112
0,3800,864,3,113
0,3410,865,3,114
0,3200,866,3,115
0,3810,867,3,116
1,3200,868,3,117
0,3210,869,3,118
3,3400,870,3,119
1,3220,871,3,120
3,3410,872,3,121
0,3210,873,3,122
0,3200,874,3,123
0,3430,875,3,124
0,3220,876,3,125
0,3210,877,3,126
1,3000,878,3,127
2,3410,879,3,128
0,3410,880,3,129
1,3220,881,3,130
0,3430,882,3,131
2,3210,883,3,132
1,3220,884,3,133
3,3400,885,3,134
1,3800,886,3,135
1,3410,887,3,136
1,3220,888,3,137
0,3210,889,3,138
1,3000,890,3,139
0,3200,891,3,150
0,3420,892,3,151
0,2060,893,3,152
0,3400,894,3,153
0,3420,895,3,154
0,3030,896,3,155
1,3000,897,3,156
4,3410,898,3,157
0,3220,899,3,158
1,3200,900,3,159
0,3000,901,3,160
0,3000,902,3,161
0,3420,903,3,162
0,3810,904,3,163
1,3200,905,3,164
1,3400,906,3,165
0,3410,907,3,166
0,3410,908,3,167
1,3200,909,3,168
0,3810,910,3,169
2,3410,911,3,170
1,3220,912,3,171
3,3410,913,3,172
1,3210,914,3,173
1,3030,915,3,174
1,3000,916,3,175
1,3400,917,3,176
1,3000,918,3,177
0,3810,919,3,178
3,3410,920,3,179
0,3800,921,3,190
0,3220,922,3,191
4,3410,923,3,192
0,3800,924,3,193
1,3000,925,3,194
1,3410,926,3,195
1,3210,927,3,196
4,3410,928,3,197
1,3000,929,3,198
3,3410,930,3,199
0,3400,931,3,200
1,3000,932,3,201
0,3220,933,3,202
0,3400,934,3,203
1,3030,935,3,204
0,3400,936,3,205
3,3400,937,3,206
0,3030,938,3,207
0,3400,939,3,208
0,3810,940,3,209
1,3030,941,3,210
0,3210,942,3,211
0,3810,943,3,212
0,3400,944,3,213
0,3410,945,3,214
0,3430,946,3,215
0,3030,947,3,216
0,3420,948,3,217
3,3410,949,3,218
0,3800,950,3,219
1,3000,951,3,230
1,3210,952,3,231
0,3030,953,3,232
2,3210,954,3,233
1,3220,955,3,234
0,3210,956,3,235
1,3030,957,3,236
1,3200,958,3,237
0,3800,959,3,238
0,3200,960,3,239
0,3220,961,3,240
1,3220,962,3,241
0,3810,963,3,242
0,3430,964,3,243
4,3410,965,3,244
0,3800,966,3,245
2,3210,967,3,246
4,3410,968,3,247
0,3210,969,3,248
1,3000,970,3,249
1,3410,971,3,250
3,3400,972,3,251
1,3030,973,3,252
1,3410,974,3,253
0,3410,975,3,254
0,3210,976,3,255
0,3000,977,3,256
0,3030,978,3,257
0,3220,979,3,258
2,3410,980,3,259
0,3430,981,3,270
0,3810,982,3,271
0,3810,983,3,272
0,3400,984,3,273
2,3210,985,3,274
0,3400,986,3,275
3,3410,987,3,276
3,3400,988,3,277
0,3210,989,3,278
0,3400,990,3,279
1,3400,991,3,280
1,3800,992,3,281
0,3030,993,3,282
1,3210,994,3,283
1,3210,995,3,284
0,3200,996,3,285
0,3220,997,3,286
1,3810,998,3,287
0,3430,999,3,288
1,3400,1000,3,289
1,3410,1001,3,290
4,3410,1002,3,291
1,3410,1003,3,292
0,3800,1004,3,293
4,3410,1005,3,294
0,3430,1006,3,295
0,3410,1007,3,296
3,3400,1008,3,297
1,3000,1009,3,298
1,3000,1010,3,299
0,3810,1011,3,310
0,3420,1012,3,311
0,3200,1013,3,312
2,3210,1014,3,313
0,3430,1015,3,314
0,3420,1016,3,315
0,3430,1017,3,316
0,3420,1018,3,317
0,3220,1019,3,318
0,3220,1020,3,319
6,5011,1021,3,1000
4,5011,1022,3,1001
0,3430,1023,3,1002
6,5011,1024,3,1003
0,5002,1025,3,1004
3,5011,1026,3,1010
1,5000,1027,3,1011
1,5001,1028,3,1012
1,3800,1029,3,1013
0,5006,1030,3,1014
4,5011,1031,3,1020
6,5011,1032,3,1021
3,5011,1033,3,1022
0,3400,1034,3,1023
0,3200,1035,3,1024
0,3810,1036,3,1030
0,5002,1037,3,1031
0,5004,1038,3,1032
1,5001,1039,3,1033
0,5002,1040,3,1034
4,5011,1041,3,1040
0,5005,1042,3,1041
0,3420,1043,3,1042
0,3810,1044,3,1043
3,5011,1045,3,1044
0,5004,1046,3,1050
2,3410,1047,3,1051
1,3220,1048,3,1052
0,3210,1049,3,1053
4,3410,1050,3,1054
0,3200,1051,3,1060
3,5010,1052,3,1061
2,3400,1053,3,1062
1,5000,1054,3,1063
6,5011,1055,3,1064
4,3410,1056,3,1070
4,5010,1057,3,1071
0,5005,1058,3,1072
0,5004,1059,3,1073
1,3410,1060,3,1074
1,3220,1061,3,1080
2,3400,1062,3,1081
2,5010,1063,3,1082
3,5011,1064,3,1083
3,5010,1065,3,1084
1,3410,1066,3,1085
3,5011,1067,3,1086
0,5004,1068,3,1087
1,5001,1069,3,1088
3,3410,1070,3,1089
2,5010,1071,3,1090
1,5000,1072,3,1091
0,3800,1073,3,1092
0,3410,1074,3,1093
2,3400,1075,3,1094
0,5003,1076,3,1095
0,5005,1077,3,1096
1,5001,1078,3,1097
2,5011,1079,3,1098
3,5010,1080,3,1099
0,5010,1081,3,1110
1,3800,1082,3,1111
1,3800,1083,3,1112
2,3400,1084,3,1113
4,5011,1085,3,1114
0,3000,1086,3,1135
3,5011,1087,3,1136
0,5010,1088,3,1137
0,3800,1089,3,1138
4,5011,1090,3,1139
3,5010,1091,3,1140
4,5010,1092,3,1141
1,5001,1093,3,1142
6,5011,1094,3,1143
3,5011,1095,3,1144
0,3810,1096,3,1145
3,5011,1097,3,1146
1,5000,1098,3,1147
1,3030,1099,3,1148
0,3210,1100,3,1149
0,3200,1101,3,1150
0,5010,1102,3,1151
2,5011,1103,3,1152
1,5000,1104,3,1153
0,3210,1105,3,1154
0,3000,1106,3,1155
0,5006,1107,3,1156
3,5011,1108,3,1157
0,5003,1109,3,1158
4,5010,1110,3,1159
0,5006,1111,3,1170
0,3200,1112,3,1171
2,3210,1113,3,1172
1,3030,1114,3,1173
1,3220,1115,3,1174
0,3220,1116,3,1195
4,5011,1117,3,1196
2,5011,1118,3,1197
1,3200,1119,3,1198
0,3410,1120,3,1199
2,3210,1121,4,0
0,3420,1122,4,1
0,3800,1123,4,2
0,3410,1124,4,3
1,3030,1125,4,4
0,3200,1126,4,5
1,3220,1127,4,6
0,3200,1128,4,7
1,3210,1129,4,8
0,3200,1130,4,9
0,3420,1131,4,10
0,3420,1132,4,11
2,3400,1133,4,12
0,3220,1134,4,13
3,3410,1135,4,14
0,3810,1136,4,15
1,3030,1137,4,16
1,3800,1138,4,17
2,3410,1139,4,18
0,3410,1140,4,19
0,3200,1141,4,20
1,3800,1142,4,21
0,3030,1143,4,22
0,3000,1144,4,23
1,3030,1145,4,24
0,3200,1146,4,30
1,3810,1147,4,31
1,3220,1148,4,32
0,3000,1149,4,33
0,3430,1150,4,34
0,3220,1151,4,35
0,3030,1152,4,36
0,3810,1153,4,37
0,3000,1154,4,38
2,3410,1155,4,39
2,3400,1156,4,40
1,3000,1157,4,41
0,3220,1158,4,42
3,3400,1159,4,43
1,3800,1160,4,44
2,3410,1161,4,45
0,3200,1162,4,46
0,3430,1163,4,47
0,3410,1164,4,48
1,3400,1165,4,49
1,3030,1166,4,50
1,3800,1167,4,51
0,2110,1168,4,52
1,3410,1169,4,53
1,3800,1170,4,54
1,3810,1171,4,55
0,3410,1172,4,56
1,3030,1173,4,57
0,3220,1174,4,58
1,3220,1175,4,59
2,3410,1176,4,60
2,3210,1177,4,61
4,3410,1178,4,62
1,3030,1179,4,63
1,3030,1180,4,64
1,3030,1181,4,70
0,3030,1182,4,71
3,3410,1183,4,72
3,3400,1184,4,73
0,3000,1185,4,74
0,3810,1186,4,75
1,3800,1187,4,76
1,3800,1188,4,77
3,3400,1189,4,78
0,3420,1190,4,79
3,3400,1191,4,80
2,3210,1192,4,81
1,3800,1193,4,82
0,3400,1194,4,83
0,3420,1195,4,84
0,3810,1196,4,85
1,3000,1197,4,86
2,3210,1198,4,87
2,3410,1199,4,88
0,3810,1200,4,89
0,3220,1201,4,90
1,3210,1202,4,91
0,3800,1203,4,92
1,3410,1204,4,93
0,3210,1205,4,94
0,3800,1206,4,95
2,3210,1207,4,96
0,3400,1208,4,97
0,3400,1209,4,98
1,3030,1210,4,99
1,3210,1211,4,100
0,3030,1212,4,101
1,3810,1213,4,102
0,3810,1214,4,103
0,3430,1215,4,104
0,3210,1216,4,110
1,3800,1217,4,111
1,3000,1218,4,112
0,3030,1219,4,113
0,3220,1220,4,114
