path,width,height,format
assets/textures/1/MENU_MapTile_L0_03_02_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_03_03.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_03_03_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_03_04.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_03_04_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_03_05.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_00.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_01.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_02.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_03.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_04.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_04_05.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_00.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_01.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_02.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_03.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_04.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L0_05_05.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_00_00.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_00_01.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_00_02.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_00.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_00_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_01.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_01_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_02.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_01_02_B1.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_02_00.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_02_01.png,256,256,RGBA
assets/textures/1/MENU_MapTile_L1_02_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_00_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_01_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_01_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_03_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_04_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_02_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_01_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_02_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_03_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_04_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_03_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_03_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_04_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_04_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_03.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_04.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L0_05_05.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_00_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_00_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_00_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_00_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_01_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_01_02_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_02_00.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_02_01.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_02_01_B1.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_02_02.png,256,256,RGBA
assets/textures/2/MENU_MapTile_L1_02_02_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_00_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_03_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_01_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_03_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_04_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_02_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_03_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_04_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_03_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_04_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_03.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_04.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L0_05_05.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_00_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_00_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_00_01_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_00_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_01_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_01_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_01_01_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_01_02.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_01_02_B1.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_02_00.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_02_01.png,256,256,RGBA
assets/textures/3/MENU_MapTile_L1_02_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_00_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_03_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_04_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_01_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_02_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_03_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_04_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_02_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_02_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_03_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_03_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_02_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_03_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_04_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_03.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_04.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L0_05_05.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_00_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_00_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_00_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_00_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_00_02_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_00_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_02.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_01_02_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_02_00.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_02_00_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_02_01.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_02_01_B1.png,256,256,RGBA
assets/textures/4/MENU_MapTile_L1_02_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_00_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_03_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_01_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_01_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_03_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_04_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_02_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_01_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_02_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_03_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_04_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_03_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_04_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_03.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_04.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L0_05_05.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_00_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_00_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_00_01_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_00_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_00_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_01_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_02.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_01_02_B1.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_02_00.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_02_01.png,256,256,RGBA
assets/textures/5/MENU_MapTile_L1_02_02.png,256,256,RGBA
assets/textures/bg.png,1269,713,RGBA
assets/textures/spots/MENU_MenuIcon_42041.png,200,200,RGBA
assets/textures/spots/MENU_MenuIcon_42043.png,200,200,RGBA
assets/textures/spots/MENU_MenuIcon_42044.png,200,200,RGBA
assets/textures/spots/MENU_MenuIcon_42045.png,200,200,RGBA
assets/textures/spots/MENU_MenuIcon_42046.png,162,162,RGBA
assets/textures/spots/MENU_MenuIcon_42049.png,100,100,RGBA
assets/textures/spots/boss.png,112,112,RGBA
assets/textures/spots/buried treasure.png,154,160,RGBA
assets/textures/spots/cabin.png,160,100,RGBA
assets/textures/spots/cart.png,172,148,RGBA
assets/textures/spots/castle.png,240,244,RGBA
assets/textures/spots/cave.png,200,200,RGBA
assets/textures/spots/church.png,140,188,RGBA
assets/textures/spots/danger boss.png,130,126,RGBA
assets/textures/spots/encampment.png,224,128,RGBA
assets/textures/spots/evergaol.png,164,162,RGBA
assets/textures/spots/fort.png,266,202,RGBA
assets/textures/spots/grace.png,156,156,RGBA
assets/textures/spots/launch.png,96,96,RGBA
assets/textures/spots/play area.png,146,148,RGBA
assets/textures/spots/rare sorcerer's rise.png,108,208,RGBA
assets/textures/spots/ruins.png,234,128,RGBA
assets/textures/spots/scale-bearing merchant.png,100,100,RGBA
assets/textures/spots/smallcamp.png,260,122,RGBA
assets/textures/spots/sorcerer's rise.png,140,236,RGBA
assets/textures/spots/target.png,156,156,RGBA
assets/textures/spots/task.png,78,78,RGBA
assets/textures/spots/temple.png,248,210,RGBA
assets/textures/spots/township.png,228,92,RGBA
assets/textures/spots/undefined.png,150,150,RGBA
assets/textures/spots/village.png,200,200,RGBA
