ID,Name,unknown_0,modifierSet,requireModifier1,requireModifier2,excludeModifier1,excludeModifier2,modifier,eventFlag,weight,
30804,,0,800,0,0,0,0,0,8004,100
30805,,0,800,0,0,11,0,0,8005,100
30806,,0,800,0,0,11,12,0,8006,100
30807,,0,800,0,0,0,12,0,8007,100
30808,,0,800,0,0,15,0,0,8008,100
30809,,0,800,0,0,15,0,0,8009,100
30810,,0,800,0,0,13,0,0,8010,100
30811,,0,800,0,0,13,0,0,8011,100
33000,,0,3000,120,0,0,0,800,7700,100
33001,,0,3000,120,0,0,0,801,7720,100
33010,,0,3010,200,0,0,0,800,7701,100
33011,,0,3010,200,0,0,0,801,7721,100
33020,,0,3020,210,0,0,0,800,7702,100
33021,,0,3020,210,0,0,0,801,7722,100
33030,,0,3030,180,0,0,0,800,7704,100
33031,,0,3030,180,0,0,0,801,7724,100
33040,,0,3040,604,0,0,0,800,7705,100
33041,,0,3040,604,0,0,0,801,7725,100
33050,,0,3050,603,0,0,0,800,7705,100
33051,,0,3050,603,0,0,0,801,7725,100
33060,,0,3060,601,0,0,0,800,7705,100
33061,,0,3060,601,0,0,0,801,7725,100
33070,,0,3070,602,0,0,0,800,7705,100
33071,,0,3070,602,0,0,0,801,7725,100
33080,,0,3080,140,0,0,0,800,7707,100
33081,,0,3080,140,0,0,0,801,7727,100
33090,,0,3090,230,0,0,0,800,7706,100
33091,,0,3090,230,0,0,0,801,7726,100
33100,,0,3100,604,0,0,0,220,0,100
33101,,0,3100,603,0,0,0,220,0,100
33102,,0,3100,601,0,0,0,220,0,100
33103,,0,3100,602,0,0,0,220,0,100
33110,,0,3110,10000,0,0,0,800,7705,100
33111,,0,3110,10000,0,0,0,801,7725,100
33120,,0,3120,600,0,0,0,800,7705,100
33121,,0,3120,600,0,0,0,801,7725,100
33130,,0,3130,10001,0,0,0,800,7705,100
33131,,0,3130,10001,0,0,0,801,7725,100
33500,,0,3500,140,0,13,705,0,1044360220,100
33501,,0,3500,140,0,12,706,0,1044380230,100
33600,,0,3600,180,10,0,0,1150,0,100
33601,,0,3600,180,11,0,0,1151,0,100
33602,,0,3600,180,12,0,0,1152,0,100
33603,,0,3600,180,13,0,0,1153,0,100
33604,,0,3600,180,15,0,0,1154,0,100
33700,,0,3700,0,0,0,0,0,0,80
33701,,0,3700,0,0,602,424,1100,0,20
34000,,0,4000,0,0,0,0,12002,0,100
34001,,0,4000,0,0,0,0,12003,0,100
