variationType,id,attachId,variationId,patternId
0,132,110,3200,151
3,133,110,3410,152
2,134,110,3410,153
1,135,110,3210,154
1,136,110,3000,155
0,137,110,3400,156
0,138,110,3000,157
3,139,110,3410,158
3,140,110,3410,159
3,141,110,3400,160
2,142,110,3400,161
1,143,110,3000,162
0,144,110,3000,163
0,145,110,3000,164
0,146,110,3200,165
1,147,110,3800,166
1,148,110,3810,167
0,149,110,3420,168
1,150,110,3220,169
2,151,110,3400,170
2,152,110,3410,171
0,153,110,3400,172
2,154,110,3400,173
0,155,110,3210,174
0,156,110,3810,175
1,157,110,3210,176
1,158,110,3220,177
0,159,110,3030,178
1,160,110,3800,179
1,161,110,3000,180
1,162,110,3200,181
0,163,110,3410,182
1,164,110,3220,183
0,165,110,3400,184
0,166,110,3810,190
2,167,110,3210,191
1,168,110,3200,192
1,169,110,3400,193
0,170,110,3430,194
0,171,110,3420,195
1,172,110,3210,196
0,173,110,3030,197
1,174,110,3220,198
1,175,110,3030,199
2,176,110,3400,200
1,177,110,3220,201
3,178,110,3400,202
0,179,110,3400,203
3,180,110,3410,204
1,181,110,3210,205
3,182,110,3400,206
1,183,110,3410,207
0,184,110,3200,208
2,185,110,3210,209
0,186,110,3420,210
4,187,110,3410,211
0,188,110,3400,212
0,189,110,3200,213
1,190,110,3200,214
1,191,110,3000,215
2,192,110,3210,216
0,193,110,3030,217
0,194,110,3810,218
1,195,110,3210,219
1,196,110,3220,220
1,197,110,3000,221
0,198,110,3430,222
4,199,110,3410,223
1,200,110,3810,224
0,201,110,3200,230
2,202,110,3400,231
3,203,110,3410,232
4,204,110,3410,233
0,205,110,3810,234
1,206,110,3400,235
0,207,110,3220,236
0,208,110,3000,237
0,209,110,3400,238
1,210,110,3220,239
2,211,110,3400,240
0,212,110,3030,241
3,213,110,3400,242
1,214,110,3810,243
0,215,110,3420,244
0,216,110,3220,245
0,217,110,3210,246
0,218,110,3430,247
0,219,110,3400,248
1,220,110,3030,249
0,221,110,3430,250
1,222,110,3200,251
0,223,110,3220,252
1,224,110,3000,253
3,225,110,3400,254
1,226,110,3220,255
3,227,110,3410,256
0,228,110,3400,257
1,229,110,3800,258
0,230,110,3000,259
0,231,110,3800,260
1,232,110,3810,261
1,233,110,3400,262
1,234,110,3030,263
4,235,110,3410,264
0,236,110,3810,270
1,237,110,3000,271
0,238,110,3430,272
3,239,110,3410,273
0,240,110,3220,274
2,241,110,3210,275
0,242,110,3400,276
1,243,110,3220,277
0,244,110,3810,278
0,245,110,3430,279
1,246,110,3400,280
0,247,110,3210,281
0,248,110,3200,282
0,249,110,3400,283
3,250,110,3410,284
1,251,110,3800,285
0,252,110,3800,286
2,253,110,3410,287
1,254,110,3400,288
1,255,110,3800,289
1,256,110,3220,290
3,257,110,3400,291
1,258,110,3800,292
0,259,110,3210,293
1,260,110,3400,294
2,261,110,3400,295
1,262,110,3200,296
0,263,110,3810,297
0,264,110,3000,298
0,265,110,3410,299
1,266,110,3800,300
0,267,110,3000,301
3,268,110,3410,302
0,269,110,3430,303
1,270,110,3410,304
2,271,110,3210,310
0,272,110,3810,311
3,273,110,3400,312
0,274,110,3000,313
1,275,110,3000,314
0,276,110,3810,315
1,277,110,3000,316
3,278,110,3400,317
1,279,110,3210,318
0,280,110,3000,319
0,281,2110,3410,1000
2,282,2110,3400,1001
4,283,2110,5011,1002
1,284,2110,5001,1003
0,285,2110,3220,1004
0,286,2110,5006,1010
0,287,2110,3410,1011
1,288,2110,5000,1012
1,289,2110,3800,1013
0,290,2110,3220,1014
0,291,2110,5005,1020
4,292,2110,5011,1021
4,293,2110,5010,1022
0,294,2110,5002,1023
3,295,2110,5010,1024
0,296,2110,5003,1030
4,297,2110,3410,1031
0,298,2110,3200,1032
1,299,2110,3000,1033
2,300,2110,3410,1034
0,301,2110,5005,1040
3,302,2110,5010,1041
2,303,2110,3400,1042
0,304,2110,5005,1043
1,305,2110,3800,1044
0,306,2110,3430,1050
1,307,2110,5001,1051
1,308,2110,3200,1052
3,309,2110,5011,1053
0,310,2110,5005,1054
0,311,2110,5005,1060
1,312,2110,3220,1061
2,313,2110,5010,1062
1,314,2110,5000,1063
3,315,2110,5011,1064
1,316,2110,3800,1070
0,317,2110,3800,1071
3,318,2110,5010,1072
2,319,2110,5011,1073
2,320,2110,3400,1074
0,321,2110,5004,1080
0,322,2110,5006,1081
2,323,2110,3210,1082
0,324,2110,5006,1083
0,325,2110,5003,1084
0,326,2110,5010,1085
0,327,2110,3200,1086
0,328,2110,5004,1087
2,329,2110,3410,1088
0,330,2110,5010,1089
0,331,2110,3800,1090
2,332,2110,3400,1091
3,333,2110,5010,1092
2,334,2110,5010,1093
0,335,2110,3810,1094
0,336,2110,3200,1095
3,337,2110,5010,1096
1,338,2110,5001,1097
0,339,2110,5003,1098
0,340,2110,5010,1099
1,341,2110,3400,1100
2,342,2110,5011,1101
1,343,2110,5001,1102
1,344,2110,3210,1103
2,345,2110,5011,1104
1,346,2110,5001,1110
4,347,2110,5010,1111
0,348,2110,5005,1112
0,349,2110,3420,1113
0,350,2110,5003,1114
3,351,2110,3400,1135
4,352,2110,5010,1136
0,353,2110,5002,1137
3,354,2110,3400,1138
3,355,2110,5010,1139
0,356,2110,5003,1140
3,357,2110,5011,1141
1,358,2110,5001,1142
0,359,2110,5006,1143
3,360,2110,5011,1144
0,361,2110,5004,1145
0,362,2110,3800,1146
3,363,2110,5010,1147
0,364,2110,5002,1148
2,365,2110,5010,1149
1,366,2110,3030,1150
0,367,2110,5003,1151
1,368,2110,3400,1152
1,369,2110,3410,1153
1,370,2110,3220,1154
1,371,2110,5001,1155
1,372,2110,5001,1156
1,373,2110,3810,1157
4,374,2110,5010,1158
4,375,2110,5010,1159
3,376,2110,5010,1160
2,377,2110,3400,1161
1,378,2110,3030,1162
0,379,2110,5003,1163
3,380,2110,5010,1164
4,381,2110,5011,1170
4,382,2110,5011,1171
0,383,2110,3000,1172
2,384,2110,3410,1173
1,385,2110,3200,1174
0,386,2110,5010,1195
1,387,2110,3210,1196
0,388,2110,3420,1197
3,389,2110,5010,1198
2,390,2110,5011,1199
0,391,103,3030,0
0,392,103,3210,1
3,393,103,3410,2
0,394,103,3400,3
1,395,103,3200,4
0,396,103,3420,5
1,397,103,3220,6
3,398,103,3400,7
1,399,103,3810,8
2,400,103,3210,9
1,401,103,3000,10
4,402,103,3410,11
0,403,103,3800,12
0,404,103,3200,13
0,405,103,3030,14
2,406,103,3210,15
0,407,103,3430,16
0,408,103,3400,17
1,409,103,3810,18
1,410,103,3000,19
1,411,103,3800,25
0,412,103,3800,26
0,413,103,3400,27
1,414,103,3410,28
1,415,103,3810,29
0,416,103,3800,30
0,417,103,3200,31
3,418,103,3400,32
1,419,103,3220,33
1,420,103,3810,34
1,421,103,3810,35
1,422,103,3220,36
1,423,103,3000,37
3,424,103,3400,38
1,425,103,3000,39
0,426,103,3210,40
3,427,103,3400,41
0,428,103,3410,42
0,429,103,3810,43
3,430,103,3410,44
0,431,103,3220,45
1,432,103,3400,46
1,433,103,3030,47
1,434,103,3410,48
0,435,103,3430,49
1,436,103,3210,50
2,437,103,3400,51
1,438,103,3810,52
0,439,103,3420,53
1,440,103,3220,54
0,441,103,3000,55
0,442,103,3410,56
3,443,103,3410,57
0,444,103,3400,58
0,445,103,3800,59
1,446,103,3810,65
0,447,103,3000,66
0,448,103,3030,67
2,449,103,3400,68
0,450,103,3810,69
3,451,103,3410,70
0,452,103,3810,71
2,453,103,3400,72
1,454,103,3800,73
0,455,103,3430,74
0,456,103,3800,75
1,457,103,3210,76
2,458,103,3210,77
1,459,103,3200,78
1,460,103,3220,79
0,461,103,3430,80
1,462,103,3220,81
0,463,103,3200,82
0,464,103,3400,83
0,465,103,3200,84
1,466,103,3220,85
1,467,103,3220,86
2,468,103,3210,87
1,469,103,3000,88
0,470,103,3810,89
1,471,103,3000,90
1,472,103,3030,91
0,473,103,3220,92
0,474,103,3400,93
0,475,103,3220,94
1,476,103,3200,95
0,477,103,3810,96
0,478,103,3000,97
1,479,103,3210,98
3,480,103,3400,99
1,481,103,3000,105
0,482,103,3000,106
1,483,103,3800,107
1,484,103,3000,108
2,485,103,3410,109
1,486,103,3210,110
4,487,103,3410,111
3,488,103,3410,112
2,489,103,3410,113
0,490,103,3420,114
0,491,103,3200,115
1,492,103,3410,116
0,493,103,3220,117
1,494,103,3200,118
0,495,103,3220,119
1,496,103,3400,120
4,497,103,3410,121
0,498,103,3810,122
0,499,103,3000,123
1,500,103,3220,124
0,501,103,3000,125
4,502,103,3410,126
2,503,103,3210,127
0,504,103,2030,128
0,505,103,3800,129
2,506,103,3410,130
1,507,103,3030,131
2,508,103,3210,132
1,509,103,3810,133
0,510,103,3030,134
0,511,103,3430,135
0,512,103,3420,136
4,513,103,3410,137
1,514,103,3030,138
1,515,103,3410,139
0,516,103,3000,145
0,517,103,3800,146
1,518,103,3800,147
1,519,103,3220,148
1,520,103,3000,149
0,521,103,3200,150
1,522,103,3800,151
0,523,103,3200,152
1,524,103,3220,153
4,525,103,3410,154
2,526,103,3410,155
3,527,103,3410,156
1,528,103,3200,157
1,529,103,3210,158
2,530,103,3210,159
0,531,103,3200,160
1,532,103,3410,161
0,533,103,3420,162
1,534,103,3220,163
1,535,103,3800,164
2,536,103,3400,165
1,537,103,3200,166
1,538,103,3000,167
0,539,103,3430,168
1,540,103,3210,169
2,541,103,3400,170
2,542,103,3210,171
2,543,103,3410,172
1,544,103,3200,173
1,545,103,3200,174
0,546,103,3210,175
4,547,103,3410,176
1,548,103,3410,177
4,549,103,3410,178
3,550,103,3410,179
1,551,103,3810,185
0,552,103,3810,186
0,553,103,3800,187
0,554,103,3400,188
1,555,103,3030,189
0,556,103,3410,190
0,557,103,3220,191
1,558,103,3200,192
1,559,103,3220,193
2,560,103,3410,194
0,561,103,3420,195
2,562,103,3210,196
1,563,103,3030,197
0,564,103,3810,198
0,565,103,3000,199
2,566,103,3400,200
1,567,103,3410,201
1,568,103,3000,202
1,569,103,3410,203
0,570,103,3210,204
1,571,103,3800,205
3,572,103,3400,206
1,573,103,3210,207
0,574,103,3400,208
0,575,103,3200,209
2,576,103,3210,210
0,577,103,3200,211
1,578,103,3220,212
1,579,103,3800,213
2,580,103,3410,214
0,581,103,3430,215
2,582,103,3410,216
0,583,103,3200,217
0,584,103,3220,218
0,585,103,3410,219
0,586,103,3210,225
1,587,103,3210,226
0,588,103,3400,227
0,589,103,3220,228
0,590,103,3810,229
0,591,103,3410,230
2,592,103,3400,231
0,593,103,3000,232
4,594,103,3410,233
0,595,103,3810,234
1,596,103,3030,235
1,597,103,3200,236
0,598,103,3400,237
1,599,103,3410,238
0,600,103,3800,239
4,601,103,3410,240
0,602,103,3030,241
0,603,103,3030,242
0,604,103,3430,243
4,605,103,3410,244
0,606,103,3030,245
0,607,103,3810,246
1,608,103,3000,247
1,609,103,3410,248
0,610,103,3210,249
0,611,103,3810,250
4,612,103,3410,251
1,613,103,3200,252
2,614,103,3400,253
1,615,103,3410,254
1,616,103,3000,255
0,617,103,3810,256
3,618,103,3400,257
1,619,103,3220,258
4,620,103,3410,259
1,621,103,3800,265
1,622,103,3200,266
0,623,103,3200,267
0,624,103,3400,268
3,625,103,3400,269
1,626,103,3200,270
1,627,103,3210,271
1,628,103,3220,272
0,629,103,3030,273
2,630,103,3210,274
0,631,103,3210,275
1,632,103,3220,276
1,633,103,3000,277
0,634,103,3200,278
0,635,103,3400,279
1,636,103,3800,280
1,637,103,3000,281
1,638,103,3000,282
4,639,103,3410,283
2,640,103,3410,284
1,641,103,3410,285
1,642,103,3030,286
0,643,103,3220,287
0,644,103,3000,288
1,645,103,3400,289
1,646,103,3220,290
0,647,103,3430,291
0,648,103,3030,292
2,649,103,3210,293
0,650,103,3430,294
0,651,103,3210,295
1,652,103,3810,296
1,653,103,3800,297
3,654,103,3410,298
2,655,103,3210,299
0,656,103,3400,305
0,657,103,3810,306
1,658,103,3210,307
1,659,103,3210,308
0,660,103,3200,309
0,661,103,3030,310
0,662,103,3000,311
0,663,103,3800,312
0,664,103,3810,313
1,665,103,3200,314
4,666,103,3410,315
1,667,103,3000,316
1,668,103,3810,317
1,669,103,3810,318
0,670,103,3210,319
0,671,2103,5002,1000
0,672,2103,3420,1001
0,673,2103,5003,1002
2,674,2103,5010,1003
0,675,2103,5002,1004
1,676,2103,3800,1010
0,677,2103,3800,1011
1,678,2103,5001,1012
2,679,2103,3210,1013
0,680,2103,3210,1014
4,681,2103,3410,1020
0,682,2103,3200,1021
0,683,2103,5006,1022
1,684,2103,3800,1023
4,685,2103,5011,1024
0,686,2103,5003,1030
2,687,2103,5011,1031
2,688,2103,5011,1032
0,689,2103,3030,1033
0,690,2103,3410,1034
0,691,2103,3200,1040
0,692,2103,3200,1041
6,693,2103,5011,1042
0,694,2103,5002,1043
1,695,2103,5001,1044
2,696,2103,3400,1050
1,697,2103,5001,1051
1,698,2103,3200,1052
1,699,2103,5000,1053
0,700,2103,5005,1054
2,701,2103,5011,1060
0,702,2103,5010,1061
0,703,2103,5004,1062
0,704,2103,3800,1063
0,705,2103,5006,1064
3,706,2103,5010,1070
0,707,2103,5006,1071
0,708,2103,5005,1072
3,709,2103,5011,1073
3,710,2103,5011,1074
0,711,2103,5004,1080
0,712,2103,3430,1081
0,713,2103,3220,1082
3,714,2103,5010,1083
1,715,2103,5000,1084
1,716,2103,5001,1085
0,717,2103,5004,1086
4,718,2103,5011,1087
0,719,2103,3430,1088
1,720,2103,5000,1089
1,721,2103,5000,1090
4,722,2103,3410,1091
2,723,2103,5010,1092
1,724,2103,3400,1093
0,725,2103,3400,1094
2,726,2103,3210,1095
1,727,2103,3200,1096
2,728,2103,3210,1097
2,729,2103,3410,1098
0,730,2103,5010,1099
1,731,2103,3800,1105
3,732,2103,5010,1106
1,733,2103,5000,1107
0,734,2103,3210,1108
0,735,2103,5010,1109
0,736,2103,5006,1110
0,737,2103,3220,1111
2,738,2103,5010,1112
4,739,2103,5010,1113
4,740,2103,5011,1114
0,741,2103,5006,1135
2,742,2103,5010,1136
0,743,2103,3800,1137
0,744,2103,5005,1138
3,745,2103,5010,1139
2,746,2103,5010,1140
4,747,2103,5011,1141
0,748,2103,5010,1142
3,749,2103,5011,1143
1,750,2103,3800,1144
3,751,2103,5011,1145
4,752,2103,5010,1146
2,753,2103,3410,1147
0,754,2103,5010,1148
0,755,2103,3210,1149
1,756,2103,3220,1150
4,757,2103,5010,1151
2,758,2103,5010,1152
0,759,2103,5005,1153
4,760,2103,5010,1154
3,761,2103,5010,1155
1,762,2103,5001,1156
3,763,2103,3410,1157
0,764,2103,5003,1158
4,765,2103,5011,1159
0,766,2103,5002,1165
0,767,2103,3430,1166
0,768,2103,3430,1167
0,769,2103,3030,1168
6,770,2103,5011,1169
4,771,2103,5011,1170
4,772,2103,5011,1171
0,773,2103,5005,1172
1,774,2103,5000,1173
1,775,2103,3810,1174
0,776,2103,5006,1195
1,777,2103,5001,1196
2,778,2103,5011,1197
4,779,2103,5011,1198
0,780,2103,3810,1199
1,781,107,3810,0
0,782,107,3410,1
3,783,107,3410,2
1,784,107,3410,3
1,785,107,3030,4
1,786,107,3800,5
0,787,107,3410,6
0,788,107,3000,7
0,789,107,3420,8
1,790,107,3200,9
1,791,107,3030,10
1,792,107,3030,11
2,793,107,3410,12
0,794,107,3000,13
0,795,107,3410,14
1,796,107,3210,15
1,797,107,3410,16
1,798,107,3200,17
0,799,107,2060,18
1,800,107,3800,19
1,801,107,3810,30
0,802,107,3210,31
1,803,107,3030,32
0,804,107,3000,33
1,805,107,3000,34
1,806,107,3410,35
1,807,107,3000,36
2,808,107,3400,37
2,809,107,3210,38
0,810,107,3220,39
0,811,107,3430,40
0,812,107,3220,41
0,813,107,3220,42
3,814,107,3400,43
0,815,107,3030,44
2,816,107,3410,45
1,817,107,3220,46
1,818,107,3030,47
1,819,107,3810,48
1,820,107,3400,49
0,821,107,3000,50
1,822,107,3410,51
0,823,107,3410,52
0,824,107,3200,53
3,825,107,3400,54
0,826,107,3220,55
0,827,107,3000,56
0,828,107,3810,57
0,829,107,3400,58
1,830,107,3800,59
1,831,107,3210,70
0,832,107,3220,71
0,833,107,3220,72
1,834,107,3810,73
0,835,107,3210,74
2,836,107,3210,75
2,837,107,3210,76
0,838,107,3400,77
1,839,107,3030,78
1,840,107,3210,79
1,841,107,3220,80
1,842,107,3410,81
3,843,107,3410,82
4,844,107,3410,83
1,845,107,3810,84
3,846,107,3410,85
2,847,107,3400,86
0,848,107,3210,87
1,849,107,3200,88
1,850,107,3210,89
0,851,107,3000,90
3,852,107,3410,91
3,853,107,3400,92
0,854,107,3400,93
1,855,107,3000,94
0,856,107,3200,95
0,857,107,3410,96
0,858,107,3030,97
1,859,107,3800,98
0,860,107,3410,99
0,861,107,3410,110
0,862,107,3420,111
1,863,107,3220,112
0,864,107,3800,113
0,865,107,3410,114
0,866,107,3200,115
0,867,107,3810,116
1,868,107,3200,117
0,869,107,3210,118
3,870,107,3400,119
1,871,107,3220,120
3,872,107,3410,121
0,873,107,3210,122
0,874,107,3200,123
0,875,107,3430,124
0,876,107,3220,125
0,877,107,3210,126
1,878,107,3000,127
2,879,107,3410,128
0,880,107,3410,129
1,881,107,3220,130
0,882,107,3430,131
2,883,107,3210,132
1,884,107,3220,133
3,885,107,3400,134
1,886,107,3800,135
1,887,107,3410,136
1,888,107,3220,137
0,889,107,3210,138
1,890,107,3000,139
0,891,107,3200,150
0,892,107,3420,151
0,893,107,2060,152
0,894,107,3400,153
0,895,107,3420,154
0,896,107,3030,155
1,897,107,3000,156
4,898,107,3410,157
0,899,107,3220,158
1,900,107,3200,159
0,901,107,3000,160
0,902,107,3000,161
0,903,107,3420,162
0,904,107,3810,163
1,905,107,3200,164
1,906,107,3400,165
0,907,107,3410,166
0,908,107,3410,167
1,909,107,3200,168
0,910,107,3810,169
2,911,107,3410,170
1,912,107,3220,171
3,913,107,3410,172
1,914,107,3210,173
1,915,107,3030,174
1,916,107,3000,175
1,917,107,3400,176
1,918,107,3000,177
0,919,107,3810,178
3,920,107,3410,179
0,921,107,3800,190
0,922,107,3220,191
4,923,107,3410,192
0,924,107,3800,193
1,925,107,3000,194
1,926,107,3410,195
1,927,107,3210,196
4,928,107,3410,197
1,929,107,3000,198
3,930,107,3410,199
0,931,107,3400,200
1,932,107,3000,201
0,933,107,3220,202
0,934,107,3400,203
1,935,107,3030,204
0,936,107,3400,205
3,937,107,3400,206
0,938,107,3030,207
0,939,107,3400,208
0,940,107,3810,209
1,941,107,3030,210
0,942,107,3210,211
0,943,107,3810,212
0,944,107,3400,213
0,945,107,3410,214
0,946,107,3430,215
0,947,107,3030,216
0,948,107,3420,217
3,949,107,3410,218
0,950,107,3800,219
1,951,107,3000,230
1,952,107,3210,231
0,953,107,3030,232
2,954,107,3210,233
1,955,107,3220,234
0,956,107,3210,235
1,957,107,3030,236
1,958,107,3200,237
0,959,107,3800,238
0,960,107,3200,239
0,961,107,3220,240
1,962,107,3220,241
0,963,107,3810,242
0,964,107,3430,243
4,965,107,3410,244
0,966,107,3800,245
2,967,107,3210,246
4,968,107,3410,247
0,969,107,3210,248
1,970,107,3000,249
1,971,107,3410,250
3,972,107,3400,251
1,973,107,3030,252
1,974,107,3410,253
0,975,107,3410,254
0,976,107,3210,255
0,977,107,3000,256
0,978,107,3030,257
0,979,107,3220,258
2,980,107,3410,259
0,981,107,3430,270
0,982,107,3810,271
0,983,107,3810,272
0,984,107,3400,273
2,985,107,3210,274
0,986,107,3400,275
3,987,107,3410,276
3,988,107,3400,277
0,989,107,3210,278
0,990,107,3400,279
1,991,107,3400,280
1,992,107,3800,281
0,993,107,3030,282
1,994,107,3210,283
1,995,107,3210,284
0,996,107,3200,285
0,997,107,3220,286
1,998,107,3810,287
0,999,107,3430,288
1,1000,107,3400,289
1,1001,107,3410,290
4,1002,107,3410,291
1,1003,107,3410,292
0,1004,107,3800,293
4,1005,107,3410,294
0,1006,107,3430,295
0,1007,107,3410,296
3,1008,107,3400,297
1,1009,107,3000,298
1,1010,107,3000,299
0,1011,107,3810,310
0,1012,107,3420,311
0,1013,107,3200,312
2,1014,107,3210,313
0,1015,107,3430,314
0,1016,107,3420,315
0,1017,107,3430,316
0,1018,107,3420,317
0,1019,107,3220,318
0,1020,107,3220,319
6,1021,2107,5011,1000
4,1022,2107,5011,1001
0,1023,2107,3430,1002
6,1024,2107,5011,1003
0,1025,2107,5002,1004
3,1026,2107,5011,1010
1,1027,2107,5000,1011
1,1028,2107,5001,1012
1,1029,2107,3800,1013
0,1030,2107,5006,1014
4,1031,2107,5011,1020
6,1032,2107,5011,1021
3,1033,2107,5011,1022
0,1034,2107,3400,1023
0,1035,2107,3200,1024
0,1036,2107,3810,1030
0,1037,2107,5002,1031
0,1038,2107,5004,1032
1,1039,2107,5001,1033
0,1040,2107,5002,1034
4,1041,2107,5011,1040
0,1042,2107,5005,1041
0,1043,2107,3420,1042
0,1044,2107,3810,1043
3,1045,2107,5011,1044
0,1046,2107,5004,1050
2,1047,2107,3410,1051
1,1048,2107,3220,1052
0,1049,2107,3210,1053
4,1050,2107,3410,1054
0,1051,2107,3200,1060
3,1052,2107,5010,1061
2,1053,2107,3400,1062
1,1054,2107,5000,1063
6,1055,2107,5011,1064
4,1056,2107,3410,1070
4,1057,2107,5010,1071
0,1058,2107,5005,1072
0,1059,2107,5004,1073
1,1060,2107,3410,1074
1,1061,2107,3220,1080
2,1062,2107,3400,1081
2,1063,2107,5010,1082
3,1064,2107,5011,1083
3,1065,2107,5010,1084
1,1066,2107,3410,1085
3,1067,2107,5011,1086
0,1068,2107,5004,1087
1,1069,2107,5001,1088
3,1070,2107,3410,1089
2,1071,2107,5010,1090
1,1072,2107,5000,1091
0,1073,2107,3800,1092
0,1074,2107,3410,1093
2,1075,2107,3400,1094
0,1076,2107,5003,1095
0,1077,2107,5005,1096
1,1078,2107,5001,1097
2,1079,2107,5011,1098
3,1080,2107,5010,1099
0,1081,2107,5010,1110
1,1082,2107,3800,1111
1,1083,2107,3800,1112
2,1084,2107,3400,1113
4,1085,2107,5011,1114
0,1086,2107,3000,1135
3,1087,2107,5011,1136
0,1088,2107,5010,1137
0,1089,2107,3800,1138
4,1090,2107,5011,1139
3,1091,2107,5010,1140
4,1092,2107,5010,1141
1,1093,2107,5001,1142
6,1094,2107,5011,1143
3,1095,2107,5011,1144
0,1096,2107,3810,1145
3,1097,2107,5011,1146
1,1098,2107,5000,1147
1,1099,2107,3030,1148
0,1100,2107,3210,1149
0,1101,2107,3200,1150
0,1102,2107,5010,1151
2,1103,2107,5011,1152
1,1104,2107,5000,1153
0,1105,2107,3210,1154
0,1106,2107,3000,1155
0,1107,2107,5006,1156
3,1108,2107,5011,1157
0,1109,2107,5003,1158
4,1110,2107,5010,1159
0,1111,2107,5006,1170
0,1112,2107,3200,1171
2,1113,2107,3210,1172
1,1114,2107,3030,1173
1,1115,2107,3220,1174
0,1116,2107,3220,1195
4,1117,2107,5011,1196
2,1118,2107,5011,1197
1,1119,2107,3200,1198
0,1120,2107,3410,1199
2,1121,112,3210,0
0,1122,112,3420,1
0,1123,112,3800,2
0,1124,112,3410,3
1,1125,112,3030,4
0,1126,112,3200,5
1,1127,112,3220,6
0,1128,112,3200,7
1,1129,112,3210,8
0,1130,112,3200,9
0,1131,112,3420,10
0,1132,112,3420,11
2,1133,112,3400,12
0,1134,112,3220,13
3,1135,112,3410,14
0,1136,127,3810,15
1,1137,112,3030,16
1,1138,112,3800,17
2,1139,112,3410,18
0,1140,112,3410,19
0,1141,112,3200,20
1,1142,112,3800,21
0,1143,112,3030,22
0,1144,112,3000,23
1,1145,112,3030,24
0,1146,112,3200,30
1,1147,112,3810,31
1,1148,112,3220,32
0,1149,112,3000,33
0,1150,112,3430,34
0,1151,112,3220,35
0,1152,127,3030,36
0,1153,112,3810,37
0,1154,112,3000,38
2,1155,112,3410,39
2,1156,112,3400,40
1,1157,112,3000,41
0,1158,112,3220,42
3,1159,112,3400,43
1,1160,112,3800,44
2,1161,112,3410,45
0,1162,112,3200,46
0,1163,112,3430,47
0,1164,112,3410,48
1,1165,112,3400,49
1,1166,112,3030,50
1,1167,112,3800,51
0,1168,112,2110,52
1,1169,112,3410,53
1,1170,112,3800,54
1,1171,127,3810,55
0,1172,112,3410,56
1,1173,112,3030,57
0,1174,112,3220,58
1,1175,112,3220,59
2,1176,112,3410,60
2,1177,112,3210,61
4,1178,112,3410,62
1,1179,112,3030,63
1,1180,112,3030,64
1,1181,112,3030,70
0,1182,112,3030,71
3,1183,112,3410,72
3,1184,112,3400,73
0,1185,112,3000,74
0,1186,127,3810,75
1,1187,127,3800,76
1,1188,112,3800,77
3,1189,112,3400,78
0,1190,112,3420,79
3,1191,112,3400,80
2,1192,112,3210,81
1,1193,127,3800,82
